x,y,LOCAL_YEAR,MEAN_TEMPERATURE_FLAG,LOCAL_MONTH,LOCAL_DAY,SPEED_MAX_GUST,PROVINCE_CODE,HEATING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,STATION_NAME,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN,TOTAL_PRECIPITATION,MAX_TEMPERATURE_FLAG,ID,TOTAL_SNOW,LOCAL_DATE,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,SNOW_ON_GROUND_FLAG,,,
-118.0297222,52.92638889,2016,,11,12,0,AB,,,,,0,,JASPER WARDEN,M,10.9,,2.4,,3053536.2016.11.12,,11/12/2016 0:00,,0,,,M,10.8,,7.1,,,3053536,3.3,,,,
-118.0297222,52.92638889,2016,,11,13,0,AB,,,,,0,15,JASPER WARDEN,M,14.3,,2,,3053536.2016.11.13,,11/13/2016 0:00,,0,,,M,7.7,,3.7,,,3053536,-0.3,,,,
-118.0297222,52.92638889,2016,,11,14,33,AB,,,,,20,,JASPER WARDEN,M,15.4,,0,,3053536.2016.11.14,,11/14/2016 0:00,,0,,,M,8.3,,2.6,,,3053536,-3.2,,,,
-118.0297222,52.92638889,2016,,11,15,0,AB,,,,,0,4,JASPER WARDEN,M,20.5,,0.5,,3053536.2016.11.15,,11/15/2016 0:00,,0,,,M,0.3,,-2.5,,,3053536,-5.2,,,,
-118.0297222,52.92638889,2016,,11,16,0,AB,,,,,0,0,JASPER WARDEN,M,19.6,,4,,3053536.2016.11.16,,11/16/2016 0:00,,0,,,M,2,,-1.6,,,3053536,-5.2,T,,,
-118.0297222,52.92638889,2016,,11,17,0,AB,,,,,0,6,JASPER WARDEN,M,21.3,,1.1,,3053536.2016.11.17,,11/17/2016 0:00,,0,,,M,-1.4,,-3.3,,,3053536,-5.2,,,,
-118.0297222,52.92638889,2016,,11,18,0,AB,,,,,0,10,JASPER WARDEN,M,21.7,,0.2,,3053536.2016.11.18,,11/18/2016 0:00,,0,,,M,-0.2,,-3.7,,,3053536,-7.2,,,,
-118.0297222,52.92638889,2016,,11,19,0,AB,,,,,0,5,JASPER WARDEN,M,22.2,,0,,3053536.2016.11.19,,11/19/2016 0:00,,0,,,M,-1.9,,-4.2,,,3053536,-6.5,,,,
-118.0297222,52.92638889,2016,,11,20,0,AB,,,,,0,4,JASPER WARDEN,M,20.3,,0,,3053536.2016.11.20,,11/20/2016 0:00,,0,,,M,2.4,,-2.3,,,3053536,-6.9,,,,
-118.0297222,52.92638889,2016,,11,21,0,AB,,,,,0,7,JASPER WARDEN,M,17.2,,0.2,,3053536.2016.11.21,,11/21/2016 0:00,,0,,,M,4,,0.8,,,3053536,-2.5,,,,
-118.0297222,52.92638889,2016,,11,22,0,AB,,,,,0,12,JASPER WARDEN,M,16.9,,1.1,,3053536.2016.11.22,,11/22/2016 0:00,,0,,,M,6.9,,1.1,,,3053536,-4.8,,,,
-118.0297222,52.92638889,2016,,11,23,0,AB,,,,,0,3,JASPER WARDEN,M,19.4,,0.2,,3053536.2016.11.23,,11/23/2016 0:00,,0,,,M,3.6,,-1.4,,,3053536,-6.3,,,,
-118.0297222,52.92638889,2016,,11,24,32,AB,,,,,22,,JASPER WARDEN,M,17.6,,0.2,,3053536.2016.11.24,,11/24/2016 0:00,,0,,,M,6.4,,0.4,,,3053536,-5.7,,,,
-118.0297222,52.92638889,2016,,11,25,0,AB,,,,,0,3,JASPER WARDEN,M,17.1,,0.6,,3053536.2016.11.25,,11/25/2016 0:00,,0,,,M,5.5,,0.9,,,3053536,-3.8,,,,
-118.0297222,52.92638889,2016,,11,26,0,AB,,,,,0,4,JASPER WARDEN,M,21.5,,3.3,,3053536.2016.11.26,,11/26/2016 0:00,,0,,,M,-2.1,,-3.5,,,3053536,-4.9,,,,
-118.0297222,52.92638889,2016,,11,27,0,AB,,,,,0,5,JASPER WARDEN,M,20.2,,1.4,,3053536.2016.11.27,,11/27/2016 0:00,,0,,,M,1.8,,-2.2,,,3053536,-6.1,,,,
-118.0297222,52.92638889,2016,,11,28,0,AB,,,,,0,7,JASPER WARDEN,M,21.1,,0,,3053536.2016.11.28,,11/28/2016 0:00,,0,,,M,0.2,,-3.1,,,3053536,-6.4,,,,
-118.0297222,52.92638889,2016,,11,29,0,AB,,,,,0,6,JASPER WARDEN,M,23.7,,0,,3053536.2016.11.29,,11/29/2016 0:00,,0,,,M,-0.2,,-5.7,,,3053536,-11.2,,,,
-118.0297222,52.92638889,2016,,11,30,0,AB,,,,,0,7,JASPER WARDEN,M,23.7,,0,,3053536.2016.11.30,,11/30/2016 0:00,,0,,,M,-0.6,,-5.7,,,3053536,-10.7,,,,
-118.0297222,52.92638889,2016,,12,1,0,AB,,,,,0,8,JASPER WARDEN,M,21.3,,1.5,,3053536.2016.12.1,,12/1/2016 0:00,,0,,,M,0.7,,-3.3,,,3053536,-7.2,,,,
-118.0297222,52.92638889,2016,,12,2,0,AB,,,,,0,7,JASPER WARDEN,M,24.4,,1.4,,3053536.2016.12.2,,12/2/2016 0:00,,0,,,M,0.9,,-6.4,,,3053536,-13.7,,,,
-118.0297222,52.92638889,2016,,12,3,0,AB,,,,,0,10,JASPER WARDEN,M,21.4,,0.7,,3053536.2016.12.3,,12/3/2016 0:00,,0,,,M,0.5,,-3.4,,,3053536,-7.2,,,,
-118.0297222,52.92638889,2016,,12,4,0,AB,,,,,0,12,JASPER WARDEN,M,25.7,,1.8,,3053536.2016.12.4,,12/4/2016 0:00,,0,,,M,-2.6,,-7.7,,,3053536,-12.8,,,,
-118.0297222,52.92638889,2016,,12,5,33,AB,,,,,1,13,JASPER WARDEN,M,32.3,,0,,3053536.2016.12.5,,12/5/2016 0:00,,0,,,M,-10,,-14.3,,,3053536,-18.5,,,,
-118.0297222,52.92638889,2016,,12,6,0,AB,,,,,0,13,JASPER WARDEN,M,39,,0,,3053536.2016.12.6,,12/6/2016 0:00,,0,,,M,-18.3,,-21,,,3053536,-23.7,,,,
-118.0297222,52.92638889,2016,,12,7,0,AB,,,,,0,12,JASPER WARDEN,M,41.7,,0.7,,3053536.2016.12.7,,12/7/2016 0:00,,0,,,M,-16.8,,-23.7,,,3053536,-30.6,,,,
-118.0297222,52.92638889,2016,,12,8,0,AB,,,,,0,11,JASPER WARDEN,M,45.3,,1.2,,3053536.2016.12.8,,12/8/2016 0:00,,0,,,M,-21,,-27.3,,,3053536,-33.5,,,,
-118.0297222,52.92638889,2016,,12,9,0,AB,,,,,0,11,JASPER WARDEN,M,46.6,,1.3,,3053536.2016.12.9,,12/9/2016 0:00,,0,,,M,-22.5,,-28.6,,,3053536,-34.6,,,,
-118.0297222,52.92638889,2016,,12,10,0,AB,,,,,0,13,JASPER WARDEN,M,40.6,,0.2,,3053536.2016.12.10,,12/10/2016 0:00,,0,,,M,-19,,-22.6,,,3053536,-26.2,,,,
-118.0297222,52.92638889,2016,,12,11,0,AB,,,,,0,14,JASPER WARDEN,M,40.1,,0,,3053536.2016.12.11,,12/11/2016 0:00,,0,,,M,-16.7,,-22.1,,,3053536,-27.5,,,,
-118.0297222,52.92638889,2016,,12,12,0,AB,,,,,0,14,JASPER WARDEN,M,39.9,,0,,3053536.2016.12.12,,12/12/2016 0:00,,0,,,M,-14.3,,-21.9,,,3053536,-29.4,,,,
-118.0297222,52.92638889,2016,,12,13,0,AB,,,,,0,13,JASPER WARDEN,M,39.7,,0.2,,3053536.2016.12.13,,12/13/2016 0:00,,0,,,M,-15.2,,-21.7,,,3053536,-28.2,,,,
-118.0297222,52.92638889,2016,,12,14,0,AB,,,,,0,13,JASPER WARDEN,M,39.7,,0,,3053536.2016.12.14,,12/14/2016 0:00,,0,,,M,-14.5,,-21.7,,,3053536,-28.9,,,,
-118.0297222,52.92638889,2016,,12,15,0,AB,,,,,0,13,JASPER WARDEN,M,41.2,,0,,3053536.2016.12.15,,12/15/2016 0:00,,0,,,M,-14.9,,-23.2,,,3053536,-31.4,,,,
-118.0297222,52.92638889,2016,,12,16,0,AB,,,,,0,12,JASPER WARDEN,M,44.5,,0,,3053536.2016.12.16,,12/16/2016 0:00,,0,,,M,-19.7,,-26.5,,,3053536,-33.2,,,,
-118.0297222,52.92638889,2016,,12,17,0,AB,,,,,0,13,JASPER WARDEN,M,39.1,,0.2,,3053536.2016.12.17,,12/17/2016 0:00,,0,,,M,-12.8,,-21.1,,,3053536,-29.4,,,,
-118.0297222,52.92638889,2016,,12,18,33,AB,,,,,16,12,JASPER WARDEN,M,26.4,,0,,3053536.2016.12.18,,12/18/2016 0:00,,0,,,M,-2.5,,-8.4,,,3053536,-14.3,,,,
-118.0297222,52.92638889,2016,,12,19,33,AB,,,,,15,11,JASPER WARDEN,M,21.1,,0,,3053536.2016.12.19,,12/19/2016 0:00,,0,,,M,-0.7,,-3.1,,,3053536,-5.4,,,,
-118.0297222,52.92638889,2016,,12,20,0,AB,,,,,0,12,JASPER WARDEN,M,24.4,,0,,3053536.2016.12.20,,12/20/2016 0:00,,0,,,M,-2.2,,-6.4,,,3053536,-10.5,,,,
-118.0297222,52.92638889,2016,,12,21,0,AB,,,,,0,12,JASPER WARDEN,M,19.2,,0,,3053536.2016.12.21,,12/21/2016 0:00,,0,,,M,2.5,,-1.2,,,3053536,-4.8,,,,
-118.0297222,52.92638889,2016,,12,22,0,AB,,,,,0,11,JASPER WARDEN,M,18.8,,0,,3053536.2016.12.22,,12/22/2016 0:00,,0,,,M,1.4,,-0.8,,,3053536,-2.9,,,,
-118.0297222,52.92638889,2016,,12,23,44,AB,,,,,2,13,JASPER WARDEN,M,23.2,,1.4,,3053536.2016.12.23,,12/23/2016 0:00,,0,,,M,-2.4,,-5.2,,,3053536,-8,,,,
-118.0297222,52.92638889,2016,,12,24,37,AB,,,,,34,13,JASPER WARDEN,M,32.1,,0.3,,3053536.2016.12.24,,12/24/2016 0:00,,0,,,M,-7.9,,-14.1,,,3053536,-20.2,,,,
-118.0297222,52.92638889,2016,,12,25,0,AB,,,,,0,14,JASPER WARDEN,M,34.5,,0.4,,3053536.2016.12.25,,12/25/2016 0:00,,0,,,M,-10.5,,-16.5,,,3053536,-22.5,,,,
-118.0297222,52.92638889,2016,,12,26,32,AB,,,,,18,14,JASPER WARDEN,M,29.8,,0,,3053536.2016.12.26,,12/26/2016 0:00,,0,,,M,-3.8,,-11.8,,,3053536,-19.8,,,,
-118.0297222,52.92638889,2016,,12,27,0,AB,,,,,0,13,JASPER WARDEN,M,21.4,,0.3,,3053536.2016.12.27,,12/27/2016 0:00,,0,,,M,-0.1,,-3.4,,,3053536,-6.7,,,,
-118.0297222,52.92638889,2016,,12,28,0,AB,,,,,0,13,JASPER WARDEN,M,24.6,,1.2,,3053536.2016.12.28,,12/28/2016 0:00,,0,,,M,-0.2,,-6.6,,,3053536,-12.9,,,,
-118.0297222,52.92638889,2016,,12,29,0,AB,,,,,0,13,JASPER WARDEN,M,25,,1.3,,3053536.2016.12.29,,12/29/2016 0:00,,0,,,M,-2.5,,-7,,,3053536,-11.5,,,,
-118.0297222,52.92638889,2016,,12,30,35,AB,,,,,18,14,JASPER WARDEN,M,24.9,,0.2,,3053536.2016.12.30,,12/30/2016 0:00,,0,,,M,-1.3,,-6.9,,,3053536,-12.5,,,,
-118.0297222,52.92638889,2016,,12,31,43,AB,,,,,33,14,JASPER WARDEN,M,23.2,,0.4,,3053536.2016.12.31,,12/31/2016 0:00,,0,,,M,-2.5,,-5.2,,,3053536,-7.9,,,,
-118.0297222,52.92638889,2017,,1,1,39,AB,,,,,34,15,JASPER WARDEN,M,32.7,,0.4,,3053536.2017.1.1,,1/1/2017 0:00,,0,,,M,-7.5,,-14.7,,,3053536,-21.9,,,,
-118.0297222,52.92638889,2017,,1,2,0,AB,,,,,0,15,JASPER WARDEN,M,41.1,,1.3,,3053536.2017.1.2,,1/2/2017 0:00,,0,,,M,-17,,-23.1,,,3053536,-29.2,,,,
-118.0297222,52.92638889,2017,,1,3,0,AB,,,,,0,14,JASPER WARDEN,M,43.8,,1,,3053536.2017.1.3,,1/3/2017 0:00,,0,,,M,-17.7,,-25.8,,,3053536,-33.8,,,,
-118.0297222,52.92638889,2017,,1,4,0,AB,,,,,0,14,JASPER WARDEN,M,35.2,,0.9,,3053536.2017.1.4,,1/4/2017 0:00,,0,,,M,-11.8,,-17.2,,,3053536,-22.6,,,,
-118.0297222,52.92638889,2017,,1,5,0,AB,,,,,0,16,JASPER WARDEN,M,28.6,,2.2,,3053536.2017.1.5,,1/5/2017 0:00,,0,,,M,-8.4,,-10.6,,,3053536,-12.8,,,,
-118.0297222,52.92638889,2017,,1,6,0,AB,,,,,0,19,JASPER WARDEN,M,30.3,,2.9,,3053536.2017.1.6,,1/6/2017 0:00,,0,,,M,-5.7,,-12.3,,,3053536,-18.9,,,,
-118.0297222,52.92638889,2017,,1,7,35,AB,,,,,5,18,JASPER WARDEN,M,35,,0,,3053536.2017.1.7,,1/7/2017 0:00,,0,,,M,-13.2,,-17,,,3053536,-20.8,,,,
-118.0297222,52.92638889,2017,,1,8,37,AB,,,,,1,18,JASPER WARDEN,M,39.5,,1.1,,3053536.2017.1.8,,1/8/2017 0:00,,0,,,M,-13.9,,-21.5,,,3053536,-29,,,,
-118.0297222,52.92638889,2017,,1,9,43,AB,,,,,36,20,JASPER WARDEN,M,37.7,,2.5,,3053536.2017.1.9,,1/9/2017 0:00,,0,,,M,-16.2,,-19.7,,,3053536,-23.2,,,,
-118.0297222,52.92638889,2017,,1,10,0,AB,,,,,0,20,JASPER WARDEN,M,40.2,,1.1,,3053536.2017.1.10,,1/10/2017 0:00,,0,,,M,-14.2,,-22.2,,,3053536,-30.1,,,,
-118.0297222,52.92638889,2017,,1,11,0,AB,,,,,0,20,JASPER WARDEN,M,40.7,,1.2,,3053536.2017.1.11,,1/11/2017 0:00,,0,,,M,-14.5,,-22.7,,,3053536,-30.9,,,,
-118.0297222,52.92638889,2017,,1,12,0,AB,,,,,0,20,JASPER WARDEN,M,37.7,,1.3,,3053536.2017.1.12,,1/12/2017 0:00,,0,,,M,-10.2,,-19.7,,,3053536,-29.1,,,,
-118.0297222,52.92638889,2017,,1,13,0,AB,,,,,0,20,JASPER WARDEN,M,32.7,,0.3,,3053536.2017.1.13,,1/13/2017 0:00,,0,,,M,-7.1,,-14.7,,,3053536,-22.2,,,,
-118.0297222,52.92638889,2017,,1,14,0,AB,,,,,0,20,JASPER WARDEN,M,27.6,,0,,3053536.2017.1.14,,1/14/2017 0:00,,0,,,M,-3.2,,-9.6,,,3053536,-16,,,,
-118.0297222,52.92638889,2017,,1,15,0,AB,,,,,0,20,JASPER WARDEN,M,22.7,,0,,3053536.2017.1.15,,1/15/2017 0:00,,0,,,M,0.4,,-4.7,,,3053536,-9.8,,,,
-118.0297222,52.92638889,2017,,1,16,32,AB,,,,,22,19,JASPER WARDEN,M,21.1,,0,,3053536.2017.1.16,,1/16/2017 0:00,,0,,,M,6.2,,-3.1,,,3053536,-12.3,,,,
-118.0297222,52.92638889,2017,,1,17,33,AB,,,,,20,18,JASPER WARDEN,M,14.9,,0.8,,3053536.2017.1.17,,1/17/2017 0:00,,0,,,M,5.8,,3.1,,,3053536,0.3,,,,
-118.0297222,52.92638889,2017,,1,18,32,AB,,,,,21,17,JASPER WARDEN,M,15.8,,0.2,,3053536.2017.1.18,,1/18/2017 0:00,,0,,,M,6,,2.2,,,3053536,-1.7,,,,
-118.0297222,52.92638889,2017,,1,19,0,AB,,,,,0,16,JASPER WARDEN,M,16.2,,0.5,,3053536.2017.1.19,,1/19/2017 0:00,,0,,,M,7,,1.8,,,3053536,-3.5,,,,
-118.0297222,52.92638889,2017,,1,20,0,AB,,,,,0,16,JASPER WARDEN,M,20.2,,1.4,,3053536.2017.1.20,,1/20/2017 0:00,,0,,,M,3.6,,-2.2,,,3053536,-7.9,,,,
-118.0297222,52.92638889,2017,,1,21,0,AB,,,,,0,16,JASPER WARDEN,M,27.1,,0.9,,3053536.2017.1.21,,1/21/2017 0:00,,0,,,M,-2.8,,-9.1,,,3053536,-15.3,,,,
-118.0297222,52.92638889,2017,,1,22,0,AB,,,,,0,16,JASPER WARDEN,M,26.9,,0.5,,3053536.2017.1.22,,1/22/2017 0:00,,0,,,M,-5.4,,-8.9,,,3053536,-12.4,,,,
-118.0297222,52.92638889,2017,,1,23,0,AB,,,,,0,16,JASPER WARDEN,M,25,,0.4,,3053536.2017.1.23,,1/23/2017 0:00,,0,,,M,-1.4,,-7,,,3053536,-12.6,,,,
-118.0297222,52.92638889,2017,M,1,24,0,AB,M,,,,0,15,JASPER WARDEN,M,,,,M,3053536.2017.1.24,,1/24/2017 0:00,,,,,M,,M,,M,E,3053536,-18.7,,,,
-118.0297222,52.92638889,2017,,1,25,0,AB,,,,,0,16,JASPER WARDEN,M,26.7,,0.2,,3053536.2017.1.25,,1/25/2017 0:00,,0,,,M,-2.3,,-8.7,,,3053536,-15,,,,
-118.0297222,52.92638889,2017,,1,26,0,AB,,,,,0,16,JASPER WARDEN,M,22.6,,0,,3053536.2017.1.26,,1/26/2017 0:00,,0,,,M,-0.2,,-4.6,,,3053536,-9,,,,
-118.0297222,52.92638889,2017,,1,27,0,AB,,,,,0,16,JASPER WARDEN,M,20,,0,,3053536.2017.1.27,,1/27/2017 0:00,,0,,,M,3.2,,-2,,,3053536,-7.2,,,,
-118.0297222,52.92638889,2017,,1,28,41,AB,,,,,18,16,JASPER WARDEN,M,14.6,,0,,3053536.2017.1.28,,1/28/2017 0:00,,0,,,M,8.9,,3.4,,,3053536,-2.2,,,,
-118.0297222,52.92638889,2017,,1,29,0,AB,,,,,0,16,JASPER WARDEN,M,14.9,,1.2,,3053536.2017.1.29,,1/29/2017 0:00,,0,,,M,6.4,,3.1,,,3053536,-0.3,,,,
-118.0297222,52.92638889,2017,,1,30,39,AB,,,,,19,18,JASPER WARDEN,M,23.1,,1,,3053536.2017.1.30,,1/30/2017 0:00,,0,,,M,0.8,,-5.1,,,3053536,-10.9,,,,
-118.0297222,52.92638889,2017,,1,31,0,AB,,,,,0,18,JASPER WARDEN,M,28.6,,0.5,,3053536.2017.1.31,,1/31/2017 0:00,,0,,,M,-6.1,,-10.6,,,3053536,-15.1,,,,
-118.0297222,52.92638889,2017,,2,1,0,AB,,,,,0,15,JASPER WARDEN,M,30.9,,0,,3053536.2017.2.1,,2/1/2017 0:00,,0,,,M,-4.1,,-12.9,,,3053536,-21.6,,,,
-118.0297222,52.92638889,2017,,2,2,0,AB,,,,,0,17,JASPER WARDEN,M,35.9,,0,,3053536.2017.2.2,,2/2/2017 0:00,,0,,,M,-8.1,,-17.9,,,3053536,-27.6,,,,
-118.0297222,52.92638889,2017,,2,3,50,AB,,,,,32,17,JASPER WARDEN,M,35.6,,0,,3053536.2017.2.3,,2/3/2017 0:00,,0,,,M,-10.6,,-17.6,,,3053536,-24.5,,,,
-118.0297222,52.92638889,2017,,2,4,39,AB,,,,,34,17,JASPER WARDEN,M,33.3,,0.9,,3053536.2017.2.4,,2/4/2017 0:00,,0,,,M,-14.1,,-15.3,,,3053536,-16.4,,,,
-118.0297222,52.92638889,2017,,2,5,43,AB,,,,,33,19,JASPER WARDEN,M,34.5,,0.2,,3053536.2017.2.5,,2/5/2017 0:00,,0,,,M,-14,,-16.5,,,3053536,-19,,,,
-118.0297222,52.92638889,2017,,2,6,48,AB,,,,,33,18,JASPER WARDEN,M,38.2,,0,,3053536.2017.2.6,,2/6/2017 0:00,,0,,,M,-18.7,,-20.2,,,3053536,-21.7,,,,
-118.0297222,52.92638889,2017,,2,7,0,AB,,,,,0,18,JASPER WARDEN,M,41.3,,1.1,,3053536.2017.2.7,,2/7/2017 0:00,,0,,,M,-14.4,,-23.3,,,3053536,-32.1,,,,
-118.0297222,52.92638889,2017,,2,8,0,AB,,,,,0,18,JASPER WARDEN,M,39.7,,0.2,,3053536.2017.2.8,,2/8/2017 0:00,,0,,,M,-9.8,,-21.7,,,3053536,-33.5,,,,
-118.0297222,52.92638889,2017,,2,9,0,AB,,,,,0,18,JASPER WARDEN,M,31,,7.5,,3053536.2017.2.9,,2/9/2017 0:00,,0,,,M,-5.1,,-13,,,3053536,-20.9,,,,
-118.0297222,52.92638889,2017,,2,10,0,AB,,,,,0,27,JASPER WARDEN,M,19.7,,1.6,,3053536.2017.2.10,,2/10/2017 0:00,,0,,,M,4,,-1.7,,,3053536,-7.4,,,,
-118.0297222,52.92638889,2017,,2,11,35,AB,,,,,21,28,JASPER WARDEN,M,21.5,,1.3,,3053536.2017.2.11,,2/11/2017 0:00,,0,,,M,2.2,,-3.5,,,3053536,-9.2,,,,
-118.0297222,52.92638889,2017,,2,12,37,AB,,,,,19,27,JASPER WARDEN,M,17,,0,,3053536.2017.2.12,,2/12/2017 0:00,,0,,,M,6.9,,1,,,3053536,-5,,,,
-118.0297222,52.92638889,2017,,2,13,0,AB,,,,,0,26,JASPER WARDEN,M,16.4,,0,,3053536.2017.2.13,,2/13/2017 0:00,,0,,,M,6.9,,1.6,,,3053536,-3.8,,,,
-118.0297222,52.92638889,2017,,2,14,0,AB,,,,,0,24,JASPER WARDEN,M,16.8,,0,,3053536.2017.2.14,,2/14/2017 0:00,,0,,,M,12.2,,1.2,,,3053536,-9.9,,,,
-118.0297222,52.92638889,2017,,2,15,32,AB,,,,,19,23,JASPER WARDEN,M,11.8,,0,,3053536.2017.2.15,,2/15/2017 0:00,,0,,,M,10.3,,6.2,,,3053536,2,,,,
-118.0297222,52.92638889,2017,,2,16,0,AB,,,,,0,17,JASPER WARDEN,M,13.4,,0.9,,3053536.2017.2.16,,2/16/2017 0:00,,0,,,M,8.2,,4.6,,,3053536,1,,,,
-118.0297222,52.92638889,2017,,2,17,0,AB,,,,,0,14,JASPER WARDEN,M,15.8,,0,,3053536.2017.2.17,,2/17/2017 0:00,,0,,,M,7.3,,2.2,,,3053536,-2.9,,,,
-118.0297222,52.92638889,2017,,2,18,0,AB,,,,,0,14,JASPER WARDEN,M,21.5,,0.2,,3053536.2017.2.18,,2/18/2017 0:00,,0,,,M,2.4,,-3.5,,,3053536,-9.4,,,,
-118.0297222,52.92638889,2017,,2,19,0,AB,,,,,0,14,JASPER WARDEN,M,21.8,,0,,3053536.2017.2.19,,2/19/2017 0:00,,0,,,M,2.1,,-3.8,,,3053536,-9.6,,,,
-118.0297222,52.92638889,2017,,2,20,0,AB,,,,,0,14,JASPER WARDEN,M,20.5,,0,,3053536.2017.2.20,,2/20/2017 0:00,,0,,,M,4.9,,-2.5,,,3053536,-9.9,,,,
-118.0297222,52.92638889,2017,,2,21,0,AB,,,,,0,14,JASPER WARDEN,M,19.2,,0,,3053536.2017.2.21,,2/21/2017 0:00,,0,,,M,5.2,,-1.2,,,3053536,-7.5,,,,
-118.0297222,52.92638889,2017,,2,22,0,AB,,,,,0,14,JASPER WARDEN,M,23.5,,0,,3053536.2017.2.22,,2/22/2017 0:00,,0,,,M,0.9,,-5.5,,,3053536,-11.9,,,,
-118.0297222,52.92638889,2017,,2,23,0,AB,,,,,0,14,JASPER WARDEN,M,23.8,,0,,3053536.2017.2.23,,2/23/2017 0:00,,0,,,M,-1.3,,-5.8,,,3053536,-10.2,,,,
-118.0297222,52.92638889,2017,,2,24,33,AB,,,,,36,13,JASPER WARDEN,M,27.6,,0.8,,3053536.2017.2.24,,2/24/2017 0:00,,0,,,M,-4.8,,-9.6,,,3053536,-14.4,,,,
-118.0297222,52.92638889,2017,,2,25,0,AB,,,,,0,14,JASPER WARDEN,M,27.4,,0,,3053536.2017.2.25,,2/25/2017 0:00,,0,,,M,-3.4,,-9.4,,,3053536,-15.3,,,,
-118.0297222,52.92638889,2017,,2,26,0,AB,,,,,0,15,JASPER WARDEN,M,28.3,,0.7,,3053536.2017.2.26,,2/26/2017 0:00,,0,,,M,-5.6,,-10.3,,,3053536,-15,,,,
-118.0297222,52.92638889,2017,,2,27,0,AB,,,,,0,15,JASPER WARDEN,M,29.7,,0,,3053536.2017.2.27,,2/27/2017 0:00,,0,,,M,-4.1,,-11.7,,,3053536,-19.3,,,,
-118.0297222,52.92638889,2017,,2,28,0,AB,,,,,0,15,JASPER WARDEN,M,28.3,,0,,3053536.2017.2.28,,2/28/2017 0:00,,0,,,M,-2.9,,-10.3,,,3053536,-17.7,,,,
-118.0297222,52.92638889,2017,,3,1,32,AB,,,,,19,15,JASPER WARDEN,M,23.3,,0,,3053536.2017.3.1,,3/1/2017 0:00,,0,,,M,0.5,,-5.3,,,3053536,-11,,,,
-118.0297222,52.92638889,2017,,3,2,0,AB,,,,,0,15,JASPER WARDEN,M,22.5,,0.2,,3053536.2017.3.2,,3/2/2017 0:00,,0,,,M,3.4,,-4.5,,,3053536,-12.4,,,,
-118.0297222,52.92638889,2017,,3,3,48,AB,,,,,33,15,JASPER WARDEN,M,18.9,,7.8,,3053536.2017.3.3,,3/3/2017 0:00,,0,,,M,3,,-0.9,,,3053536,-4.8,,,,
-118.0297222,52.92638889,2017,,3,4,43,AB,,,,,36,26,JASPER WARDEN,M,28.5,,7.6,,3053536.2017.3.4,,3/4/2017 0:00,,0,,,M,-4.6,,-10.5,,,3053536,-16.4,,,,
-118.0297222,52.92638889,2017,,3,5,0,AB,,,,,0,28,JASPER WARDEN,M,34.9,,0.5,,3053536.2017.3.5,,3/5/2017 0:00,,0,,,M,-7.2,,-16.9,,,3053536,-26.6,,,,
-118.0297222,52.92638889,2017,M,3,6,0,AB,M,,,,0,,JASPER WARDEN,M,,,,E,3053536.2017.3.6,,3/6/2017 0:00,,,,,M,-7.1,M,,M,M,3053536,,,,,
-118.0297222,52.92638889,2017,,3,7,33,AB,,,,,1,28,JASPER WARDEN,M,29.3,,1.2,,3053536.2017.3.7,,3/7/2017 0:00,,0,,,M,-8.3,,-11.3,,,3053536,-14.3,,,,
-118.0297222,52.92638889,2017,,3,8,41,AB,,,,,33,28,JASPER WARDEN,M,32,,0.4,,3053536.2017.3.8,,3/8/2017 0:00,,0,,,M,-11.8,,-14,,,3053536,-16.2,,,,
-118.0297222,52.92638889,2017,,3,9,41,AB,,,,,36,27,JASPER WARDEN,M,36.2,,0,,3053536.2017.3.9,,3/9/2017 0:00,,0,,,M,-12.2,,-18.2,,,3053536,-24.2,,,,
-118.0297222,52.92638889,2017,,3,10,37,AB,,,,,35,28,JASPER WARDEN,M,33.5,,1.3,,3053536.2017.3.10,,3/10/2017 0:00,,0,,,M,-12.7,,-15.5,,,3053536,-18.2,,,,
-118.0297222,52.92638889,2017,,3,11,37,AB,,,,,2,29,JASPER WARDEN,M,32.3,,1.6,,3053536.2017.3.11,,3/11/2017 0:00,,0,,,M,-10.8,,-14.3,,,3053536,-17.8,,,,
-118.0297222,52.92638889,2017,,3,12,0,AB,,,,,0,29,JASPER WARDEN,M,25.2,,1.2,,3053536.2017.3.12,,3/12/2017 0:00,,0,,,M,1.5,,-7.2,,,3053536,-15.8,,,,
-118.0297222,52.92638889,2017,,3,13,0,AB,,,,,0,30,JASPER WARDEN,M,15.8,,0,,3053536.2017.3.13,,3/13/2017 0:00,,0,,,M,10.1,,2.2,,,3053536,-5.8,,,,
