LOCAL_DATE2,COOLING_DEGREE_DAYS2,HEATING_DEGREE_DAYS2,TOTAL_PRECIPITATION2,TOTAL_RAIN2,TOTAL_SNOW2,SNOW_ON_GROUND2,MAX_TEMPERATURE2,MEAN_TEMPERATURE2,MIN_TEMPERATURE2
5/6/2002,0,15.5,0,0,0,,8,2.5,-3
5/7/2002,0,15.5,0,0,0,0,10,2.5,-5
5/8/2002,0,14,0,0,0,0,12,4,-4
5/9/2002,0,11.5,0,0,0,0,12.5,6.5,0.5
5/10/2002,0,13,0,0,0,0,12,5,-2
5/11/2002,0,9.5,0,0,0,0,15.5,8.5,1.5
5/12/2002,0,6.2,0,0,0,0,21.5,11.8,2
5/13/2002,0,5.2,8.2,8.2,0,0,21.5,12.8,4
5/14/2002,0,10,0,0,0,0,11.5,8,4.5
5/15/2002,0,12.5,0,0,0,0,13,5.5,-2
5/16/2002,0,9.7,3.6,3.6,0,0,18.5,8.3,-2
5/17/2002,0,8.2,0.6,0.6,0,0,14,9.8,5.5
5/18/2002,0,6.7,0,0,0,0,20,11.3,2.5
5/19/2002,0,6.5,0.2,0.2,0,0,21,11.5,2
5/20/2002,0,4.7,5.2,5.2,0,0,17,13.3,9.5
5/21/2002,0,9,5.8,5.8,0,0,10,9,8
5/22/2002,0,11,4.4,4.4,0,0,10.5,7,3.5
5/23/2002,0,11.5,2.5,2.5,0,0,11,6.5,2
5/24/2002,0,9,0,0,0,0,14.5,9,3.5
5/25/2002,0,7.7,0,0,0,0,20.5,10.3,0
5/26/2002,0,4.7,0.8,0.8,0,0,19.5,13.3,7
5/27/2002,0,3,0.6,0.6,0,0,21,15,9
5/28/2002,0,2.7,0,0,0,0,21.5,15.3,9
5/29/2002,0,2.7,1.8,1.8,0,0,19,15.3,11.5
5/30/2002,0,9.7,1.6,1.6,0,0,13.5,8.3,3
5/31/2002,0,7,0.2,0.2,0,0,18,11,4
6/1/2002,0,6.5,0,0,0,0,19,11.5,4
6/2/2002,0,6.2,0,0,0,0,21.5,11.8,2
6/3/2002,0,4.7,0,0,0,0,23.5,13.3,3
6/4/2002,0,4.2,15,15,0,0,20.5,13.8,7
6/5/2002,0,7.2,6,6,0,0,14.5,10.8,7
6/6/2002,0,8,0,0,0,0,14,10,6
6/7/2002,0,11.5,0,0,0,0,13,6.5,0
6/8/2002,0,6,0,0,0,0,22,12,2
6/9/2002,0,3,0,0,0,0,25.5,15,4.5
6/10/2002,0,2.5,0,0,0,0,26.5,15.5,4.5
6/11/2002,0,1,0,0,0,0,26,17,8
6/12/2002,0,2,0,0,0,0,27,16,5
6/13/2002,0.3,0,0,0,0,0,30.5,18.3,6
6/14/2002,2.5,0,0,0,0,0,30.5,20.5,10.5
6/15/2002,1.5,0,0,0,0,0,29,19.5,10
6/16/2002,0,1,8,8,0,0,24.5,17,9.5
6/17/2002,0,5,1.6,1.6,0,0,16,13,10
6/18/2002,0,4.2,0,0,0,0,19.5,13.8,8
6/19/2002,0,3.2,0,0,0,0,18.5,14.8,11
6/20/2002,0,3.5,0,0,0,0,24,14.5,5
6/21/2002,0,1.7,0,0,0,0,27,16.3,5.5
6/22/2002,0.5,0,0,0,0,0,28,18.5,9
6/23/2002,0,1.5,0.6,0.6,0,0,25,16.5,8
6/24/2002,0,2,0,0,0,0,21.5,16,10.5
6/25/2002,0,1.5,0,0,0,0,25,16.5,8
6/26/2002,2,0,0.8,0.8,0,0,26,20,14
6/27/2002,0,1.5,2.4,2.4,0,0,21,16.5,12
6/28/2002,0,3.2,6,6,0,0,20,14.8,9.5
6/29/2002,0,3.5,1.6,1.6,0,0,17.5,14.5,11.5
6/30/2002,0,5.5,0,0,0,0,18,12.5,7
7/1/2002,0,5,0,0,0,0,18,13,8
7/2/2002,0,6.5,0,0,0,0,18,11.5,5
7/3/2002,0,5.7,10,10,0,0,19.5,12.3,5
7/4/2002,0,7.2,3.6,3.6,0,0,15.5,10.8,6
7/5/2002,0,6.7,0.2,0.2,0,0,16,11.3,6.5
7/6/2002,0,4,0,0,0,0,21,14,7
7/7/2002,0,2.2,2,2,0,0,25,15.8,6.5
7/8/2002,0,2.5,1.4,1.4,0,0,18,15.5,13
7/9/2002,0,0.7,0,0,0,0,24.5,17.3,10
7/10/2002,1.3,0,1.6,1.6,0,0,28.5,19.3,10
7/11/2002,0.8,0,0,0,0,0,28,18.8,9.5
7/12/2002,2,0,0,0,0,0,29,20,11
7/13/2002,0,1,4.4,4.4,0,0,23,17,11
7/14/2002,0,3,0,0,0,0,23,15,7
7/15/2002,0,4.7,0,0,0,0,21,13.3,5.5
7/16/2002,0,0.2,0,0,0,0,24.5,17.8,11
7/17/2002,1.5,0,6.8,6.8,0,0,25.5,19.5,13.5
7/18/2002,0,0,2.8,2.8,0,0,23.5,18,12.5
7/19/2002,0,2,0.4,0.4,0,0,20,16,12
7/20/2002,0,4,0,0,0,0,20.5,14,7.5
7/21/2002,0,2.5,0,0,0,0,25,15.5,6
7/22/2002,0,0.5,1.1,1.1,0,0,27.5,17.5,7.5
7/23/2002,2.5,0,0,0,0,0,30,20.5,11
7/24/2002,4.8,0,0,0,0,0,32,22.8,13.5
7/25/2002,4,0,0,0,0,0,29.5,22,14.5
7/26/2002,0,0.7,0,0,0,0,23,17.3,11.5
7/27/2002,0,2,0,0,0,0,24.5,16,7.5
7/28/2002,0,0.5,0,0,0,0,22,17.5,13
7/29/2002,0,4,0.4,0.4,0,0,20,14,8
7/30/2002,0,7.2,1,1,0,0,13.5,10.8,8
7/31/2002,0,6.5,0,0,0,0,16,11.5,7
8/1/2002,0,8.7,0.6,0.6,0,0,12.5,9.3,6
8/2/2002,0,6.5,0,0,0,0,18,11.5,5
8/3/2002,0,6.7,0,0,0,0,19.5,11.3,3
8/4/2002,0,6.2,0,0,0,0,20,11.8,3.5
8/5/2002,0,6.5,0.4,0.4,0,0,15,11.5,8
8/6/2002,0,4,0,0,0,0,23,14,5
8/7/2002,0,2.5,0,0,0,0,24.5,15.5,6.5
8/8/2002,0,1.2,0.6,0.6,0,0,24,16.8,9.5
8/9/2002,0,0.7,0,0,0,0,24,17.3,10.5
8/10/2002,0,4.5,1,1,0,0,20,13.5,7
8/11/2002,0,5.2,0,0,0,0,21.5,12.8,4
8/12/2002,0,1.2,0,0,0,0,27.5,16.8,6
8/13/2002,2,0,0,0,0,0,27.5,20,12.5
8/14/2002,0,1.5,0,0,0,0,24,16.5,9
8/15/2002,0,4,0,0,0,0,21,14,7
8/16/2002,0,5.7,0.6,0.6,0,0,23,12.3,1.5
8/17/2002,0,3.2,0.2,0.2,0,0,20.5,14.8,9
8/18/2002,0,2.2,0,0,0,0,24.5,15.8,7
8/19/2002,0,4,0,0,0,0,21.5,14,6.5
8/20/2002,0,3.7,0,0,0,0,23.5,14.3,5
8/21/2002,0,2.2,0,0,0,0,26.5,15.8,5
8/22/2002,1.8,0,0,0,0,0,26.5,19.8,13
8/23/2002,2.8,0,5.4,5.4,0,0,30.5,20.8,11
8/24/2002,3,0,7.4,7.4,0,0,29.5,21,12.5
8/25/2002,2,0,0,0,0,0,25,20,15
8/26/2002,0,0.2,0,0,0,0,25.5,17.8,10
8/27/2002,0.5,0,0,0,0,0,28.5,18.5,8.5
8/28/2002,0,1.5,4.4,4.4,0,0,20.5,16.5,12.5
8/29/2002,0,1.7,0,0,0,0,22.5,16.3,10
8/30/2002,0,4.2,0,0,0,0,22,13.8,5.5
8/31/2002,0,7,9.2,9.2,0,0,15,11,7
9/1/2002,0,3.5,1.2,1.2,0,0,20,14.5,9
9/2/2002,0,5,7.6,7.6,0,0,17.5,13,8.5
9/3/2002,0,8.7,10.8,10.8,0,0,13.5,9.3,5
9/4/2002,0,9.5,0,0,0,0,14,8.5,3
9/5/2002,0,10.5,0.2,0.2,0,0,13,7.5,2
9/6/2002,0,9,0,0,0,0,16,9,2
9/7/2002,0,8,0,0,0,0,18,10,2
9/8/2002,0,5,5,5,0,0,18,13,8
9/9/2002,0,7,4.8,4.8,0,0,17,11,5
9/10/2002,0,6.2,3.8,3.8,0,0,14,11.8,9.5
9/11/2002,0,8.2,0,0,0,0,14.5,9.8,5
9/12/2002,0,6.5,9.6,9.6,0,0,13.5,11.5,9.5
9/13/2002,0,4.7,0,0,0,0,17,13.3,9.5
9/14/2002,0,3.7,0,0,0,0,21,14.3,7.5
9/15/2002,0,3.5,0.8,0.8,0,0,23,14.5,6
9/16/2002,0,5,0,0,0,0,16.5,13,9.5
9/17/2002,0,7.7,0.6,0.6,0,0,16.5,10.3,4
9/18/2002,0,9,25.2,25.2,0,0,13.5,9,4.5
9/19/2002,0,9.2,4,4,0,0,13.5,8.8,4
9/20/2002,0,9,0,0,0,0,15,9,3
9/21/2002,0,13,6.8,6.8,0,0,10,5,0
9/22/2002,0,8.2,4.2,4.2,0,0,12,9.8,7.5
9/23/2002,0,6.7,5.6,5.6,0,0,14.5,11.3,8
9/24/2002,0,7.2,0,0,0,0,14,10.8,7.5
9/25/2002,0,9,0.6,0.6,0,0,15.5,9,2.5
9/26/2002,0,6,1.4,1.4,0,0,16,12,8
9/27/2002,0,8,2.4,2.4,0,0,15,10,5
9/28/2002,0,5.2,5.8,5.8,0,0,15.5,12.8,10
9/29/2002,0,12.2,2,2,0,0,10.5,5.8,1
9/30/2002,0,11.5,0,0,0,0,14,6.5,-1
10/1/2002,0,13.2,16.2,16.2,0,0,11.5,4.8,-2
10/2/2002,0,8.7,7.4,7.4,0,0,11.5,9.3,7
10/3/2002,0,12.7,0,0,0,0,12,5.3,-1.5
10/4/2002,0,13.5,0,0,0,0,10,4.5,-1
10/5/2002,0,10.5,5.4,5.4,0,0,10.5,7.5,4.5
10/6/2002,0,6.5,1,1,0,0,15.5,11.5,7.5
10/7/2002,0,9.5,0,0,0,0,14.5,8.5,2.5
10/8/2002,0,10,0.2,0.2,0,0,14,8,2
10/9/2002,0,10.7,3.6,3.6,0,0,10.5,7.3,4
10/10/2002,0,15,1,1,0,0,7,3,-1
10/11/2002,0,16.7,0,0,0,0,7.5,1.3,-5
10/12/2002,0,12.2,2.3,2.3,0,0,9.5,5.8,2
10/13/2002,0,12,0,0,0,0,12.5,6,-0.5
10/14/2002,0,12.7,0,0,0,0,11.5,5.3,-1
10/15/2002,0,10.2,0,0,0,0,14,7.8,1.5
10/16/2002,0,9.5,0,0,0,0,16.5,8.5,0.5
10/17/2002,0,9.7,0,0,0,0,15.5,8.3,1
10/18/2002,0,12,0,0,0,0,14,6,-2
10/19/2002,0,12,0.3,0.3,0,0,12.5,6,-0.5
10/20/2002,0,10,0,0,0,0,16,8,0
10/21/2002,0,10,0,0,0,0,14,8,2
10/22/2002,0,15.5,0.6,0.6,0,0,4,2.5,1
10/23/2002,0,16.7,0.4,0.4,0,0,2,1.3,0.5
10/24/2002,0,17.2,0.2,0.2,0,0,1.5,0.8,0
10/25/2002,0,16,0.4,0.4,0,0,3,2,1
10/26/2002,0,15.5,2,0,2,0,3,2.5,2
10/27/2002,0,16,1.2,1.2,0,2,4,2,0
10/28/2002,0,16.2,0,0,0,,3.5,1.8,0
10/29/2002,0,20.8,0,0,0,,2.5,-2.8,-8
10/30/2002,0,22.5,0,0,0,0,1,-4.5,-10
10/31/2002,0,24.8,0,0,0,0,-4.5,-6.8,-9
11/1/2002,0,22.8,0,0,0,0,-3,-4.8,-6.5
11/2/2002,0,22,0,0,0,0,-3,-4,-5
11/3/2002,0,21.8,0,0,0,0,-1.5,-3.8,-6
11/4/2002,0,20.5,0,0,0,0,0.5,-2.5,-5.5
11/5/2002,0,17.2,2,2,0,0,8,0.8,-6.5
11/6/2002,0,11.2,0,0,0,0,12.5,6.8,1
11/7/2002,0,16.7,4,4,0,0,3.5,1.3,-1
11/8/2002,0,16.2,4,2,2,0,3.5,1.8,0
11/9/2002,0,19.5,3,0,3,2,-0.5,-1.5,-2.5
11/10/2002,0,20,2,0,2,,0,-2,-4
11/11/2002,0,17.2,7,7,0,,3,0.8,-1.5
11/12/2002,0,13.2,0,0,0,2,10,4.8,-0.5
11/13/2002,0,11.7,0.8,0.8,0,0,10,6.3,2.5
11/14/2002,0,14.7,0.8,0.8,0,0,6.5,3.3,0
11/15/2002,0,13.5,2.5,2.5,0,0,7.5,4.5,1.5
11/16/2002,0,10.7,0.8,0.8,0,0,11,7.3,3.5
11/17/2002,0,14,6.6,6.6,0,0,7,4,1
11/18/2002,0,11.2,1.6,1.6,0,0,10,6.8,3.5
11/19/2002,0,8.5,0,0,0,0,11.5,9.5,7.5
11/20/2002,0,7,0,0,0,0,12.5,11,9.5
11/21/2002,0,9.5,0,0,0,0,11,8.5,6
11/22/2002,0,19,0,0,0,0,2,-1,-4
11/23/2002,0,21.8,0,0,0,0,-1.5,-3.8,-6
11/24/2002,0,20.3,0,0,0,0,-1.5,-2.3,-3
11/25/2002,0,20.3,0,0,0,0,-1.5,-2.3,-3
11/26/2002,0,19,0,0,0,0,3,-1,-5
11/27/2002,0,18.3,0,0,0,0,5.5,-0.3,-6
11/28/2002,0,14,0,0,0,0,8,4,0
11/29/2002,0,20.3,0,0,0,0,0,-2.3,-4.5
11/30/2002,0,20.3,0,0,0,0,-0.5,-2.3,-4
12/1/2002,0,20.8,0,0,0,0,-0.5,-2.8,-5
12/2/2002,0,19.8,0,0,0,0,-0.5,-1.8,-3
12/3/2002,0,21.8,0,0,0,0,-3,-3.8,-4.5
12/4/2002,0,22,0,0,0,0,-4,-4,-4
12/5/2002,0,21.5,0.2,0,0.2,0,-2.5,-3.5,-4.5
12/6/2002,0,18.3,0,0,0,0,2,-0.3,-2.5
12/7/2002,0,17,0,0,0,0,3,1,-1
12/8/2002,0,18.3,0,0,0,0,2.5,-0.3,-3
12/9/2002,0,17.2,0,0,0,0,5.5,0.8,-4
12/10/2002,0,17,0,0,0,0,5.5,1,-3.5
12/11/2002,0,18,3.4,3.4,0,0,7,0,-7
12/12/2002,0,12.7,5.2,5.2,0,0,11.5,5.3,-1
12/13/2002,0,14.5,0.4,0.4,0,0,6,3.5,1
12/14/2002,0,15.7,0,0,0,0,4.5,2.3,0
12/15/2002,0,14.7,0,0,0,0,8.5,3.3,-2
12/16/2002,0,15,0,0,0,0,6.5,3,-0.5
12/17/2002,0,19,0,0,0,0,1,-1,-3
12/18/2002,0,22.3,0,0,0,0,-2,-4.3,-6.5
12/19/2002,0,21,0,0,0,0,-2,-3,-4
12/20/2002,0,22.5,0,0,0,0,-2,-4.5,-7
12/21/2002,0,21.5,0,0,0,0,-1,-3.5,-6
12/22/2002,0,25.5,0,0,0,0,-4.5,-7.5,-10.5
12/23/2002,0,23.5,0,0,0,0,-1,-5.5,-10
12/24/2002,0,23,0,0,0,0,1,-5,-11
12/25/2002,0,20,0,0,0,0,2.5,-2,-6.5
12/26/2002,0,19.5,0,0,0,0,1,-1.5,-4
12/27/2002,0,25.5,0,0,0,0,-4,-7.5,-11
12/28/2002,0,26,0,0,0,0,-6.5,-8,-9.5
12/29/2002,0,26,1,0,1,0,-7,-8,-9
12/30/2002,0,23,0,0,0,1,0,-5,-10
12/31/2002,0,20.5,0,0,0,1,2,-2.5,-7
1/1/2003,0,15.7,0.4,0,0.4,0,5,2.3,-0.5
1/2/2003,0,15,4,1,3,1,7,3,-1
1/3/2003,0,15,0.2,0.2,0,3,7,3,-1
1/4/2003,0,12.5,0,0,0,,9,5.5,2
1/5/2003,0,14.5,0,0,0,,8,3.5,-1
1/6/2003,0,9,0,0,0,0,11,9,7
1/7/2003,0,9.2,0,0,0,0,12,8.8,5.5
1/8/2003,0,20.3,0,0,0,0,2,-2.3,-6.5
1/9/2003,0,25.5,0,0,0,0,-4,-7.5,-11
1/10/2003,0,29.3,1.8,0,1.8,0,-9.5,-11.3,-13
1/11/2003,0,27.3,5.2,0,5.2,2,-8,-9.3,-10.5
1/12/2003,0,26.5,0.8,0,0.8,7,-4,-8.5,-13
1/13/2003,0,27.8,2,0,2,7,-4.5,-9.8,-15
1/14/2003,0,22.3,1.4,0,1.4,9,-1.5,-4.3,-7
1/15/2003,0,21.5,0,0,0,9,-2,-3.5,-5
1/16/2003,0,21.5,3.6,0,3.6,9,0.5,-3.5,-7.5
1/17/2003,0,21.3,0,0,0,12,0.5,-3.3,-7
1/18/2003,0,22.5,1,0,1,12,0.5,-4.5,-9.5
1/19/2003,0,22.3,0,0,0,12,0.5,-4.3,-9
1/20/2003,0,22.5,0,0,0,10,-2,-4.5,-7
1/21/2003,0,33.8,0,0,0,10,-11,-15.8,-20.5
1/22/2003,0,35.5,6,0,6,10,-11,-17.5,-24
1/23/2003,0,32,17.4,0,17.4,16,-11.5,-14,-16.5
1/24/2003,0,29.8,6.2,0,6.2,34,-9,-11.8,-14.5
1/25/2003,0,22.8,6.7,2.6,4.1,36,6,-4.8,-15.5
1/26/2003,0,19.5,0,0,0,36,9,-1.5,-12
1/27/2003,0,15.7,0,0,0,29,6,2.3,-1.5
1/28/2003,0,22.3,0,0,0,28,2.5,-4.3,-11
1/29/2003,0,19.5,1,0,1,27,1,-1.5,-4
1/30/2003,0,17.5,3,0,3,28,5,0.5,-4
1/31/2003,0,16,0,0,0,28,5.5,2,-1.5
2/1/2003,0,15.7,0,0,0,24,5.5,2.3,-1
2/2/2003,0,21.3,1.6,0,1.6,24,0.5,-3.3,-7
2/3/2003,0,16.7,0,0,0,26,4.5,1.3,-2
2/4/2003,0,21.5,0,0,0,26,2,-3.5,-9
2/5/2003,0,21.8,0,0,0,26,-0.5,-3.8,-7
2/6/2003,0,21.8,0,0,0,26,-3,-3.8,-4.5
2/7/2003,0,21.8,0,0,0,26,-2.5,-3.8,-5
2/8/2003,0,22.5,0,0,0,26,-4,-4.5,-5
2/9/2003,0,24.3,0,0,0,26,-5,-6.3,-7.5
2/10/2003,0,24,0,0,0,25,-3,-6,-9
2/11/2003,0,25.5,0,0,0,25,-5.5,-7.5,-9.5
2/12/2003,0,25.3,0,0,0,25,-5,-7.3,-9.5
2/13/2003,0,26,0,0,0,25,-4.5,-8,-11.5
2/14/2003,0,23.5,2.1,0,2.1,24,-4,-5.5,-7
2/15/2003,0,21,0,0,0,26,0.5,-3,-6.5
2/16/2003,0,20.3,2.2,0,2.2,26,-1.5,-2.3,-3
2/17/2003,0,19.8,0,0,0,28,2.5,-1.8,-6
2/18/2003,0,17.5,13.6,0,13.6,28,4,0.5,-3
2/19/2003,0,17.2,3.2,0,3.2,42,2.5,0.8,-1
2/20/2003,0,25.3,6.8,0,6.8,40,-5.5,-7.3,-9
2/21/2003,0,27.8,3.8,0,3.8,46,-8,-9.8,-11.5
2/22/2003,0,30.3,0,0,0,48,-8.5,-12.3,-16
2/23/2003,0,35.3,0,0,0,48,-11.5,-17.3,-23
2/24/2003,0,33.5,0,0,0,45,-8.5,-15.5,-22.5
2/25/2003,0,24,4,0,4,44,-1,-6,-11
2/26/2003,0,21.8,0,0,0,45,-2.5,-3.8,-5
2/27/2003,0,18.8,6.2,0,6.2,45,3,-0.8,-4.5
2/28/2003,0,17,0,0,0,48,3,1,-1
3/1/2003,0,21,1,0,1,46,2,-3,-8
3/2/2003,0,15.2,0,0,0,46,6,2.8,-0.5
3/3/2003,0,23.3,1.6,0,1.6,40,0.5,-5.3,-11
3/4/2003,0,19.5,4.2,0,4.2,43,2,-1.5,-5
3/5/2003,0,26.8,0,0,0,47,-7.5,-8.8,-10
3/6/2003,0,35.3,0,0,0,47,-11,-17.3,-23.5
3/7/2003,0,39.3,0,0,0,46,-16.5,-21.3,-26
3/8/2003,0,40.5,0,0,0,46,-16,-22.5,-29
3/9/2003,0,36.8,13.4,0,13.4,46,-12.5,-18.8,-25
3/10/2003,0,30,0.8,0,0.8,60,-9,-12,-15
3/11/2003,0,28.5,4.4,0,4.4,58,-6,-10.5,-15
3/12/2003,0,24.5,8.6,0,8.6,63,-2.5,-6.5,-10.5
3/13/2003,0,14,0,0,0,66,13,4,-5
3/14/2003,0,10.7,0,0,0,55,13,7.3,1.5
3/15/2003,0,12.5,0,0,0,44,14.5,5.5,-3.5
3/16/2003,0,14.5,0,0,0,37,11,3.5,-4
3/17/2003,0,15.5,0,0,0,32,11,2.5,-6
3/18/2003,0,17,0,0,0,29,8,1,-6
3/19/2003,0,16.2,0,0,0,26,8,1.8,-4.5
3/20/2003,0,11.5,4.2,4.2,0,26,12.5,6.5,0.5
3/21/2003,0,12.7,2,2,0,23,10.5,5.3,0
3/22/2003,0,12.5,0,0,0,20,12,5.5,-1
3/23/2003,0,16.5,0,0,0,16,6,1.5,-3
3/24/2003,0,17.7,0.6,0,0.6,16,6,0.3,-5.5
3/25/2003,0,16,0.4,0,0.4,15,7,2,-3
3/26/2003,0,16,0,0,0,13,9.5,2,-5.5
3/27/2003,0,15,0,0,0,9,9.5,3,-3.5
3/28/2003,0,14.5,3,3,0,7,10,3.5,-3
3/29/2003,0,11.7,4,4,0,5,9.5,6.3,3
3/30/2003,0,8.7,0,0,0,2,13.5,9.3,5
3/31/2003,0,13.7,1.2,0.6,0.6,0,10.5,4.3,-2
4/1/2003,0,19,3.6,0.4,3.2,0,2,-1,-4
4/2/2003,0,20.5,0,0,0,3,1,-2.5,-6
4/3/2003,0,20.5,0,0,0,0,1.5,-2.5,-6.5
4/4/2003,0,19.8,0,0,0,0,2,-1.8,-5.5
4/5/2003,0,17.5,0,0,0,0,5.5,0.5,-4.5
4/6/2003,0,15.7,0,0,0,0,10,2.3,-5.5
4/7/2003,0,11.2,4.2,4.2,0,0,11.5,6.8,2
4/8/2003,0,8.5,0.6,0.6,0,0,16.5,9.5,2.5
4/9/2003,0,13.7,3.4,3.4,0,0,8.5,4.3,0
4/10/2003,0,11,0,0,0,0,14,7,0
4/11/2003,0,10.7,0,0,0,0,14.5,7.3,0
4/12/2003,0,11.5,0,0,0,0,16,6.5,-3
4/13/2003,0,9,3.8,3.8,0,0,12.5,9,5.5
4/14/2003,0,13.7,1,1,0,0,8,4.3,0.5
4/15/2003,0,11.2,2.4,2.4,0,0,11.5,6.8,2
4/16/2003,0,11.7,2.9,2.9,0,0,10.5,6.3,2
4/17/2003,0,14,0,0,0,0,10,4,-2
4/18/2003,0,12.5,0.8,0.8,0,0,12,5.5,-1
4/19/2003,0,9,0,0,0,0,13,9,5
4/20/2003,0,9.2,0.4,0.4,0,0,16.5,8.8,1
4/21/2003,0,10.7,0.4,0.4,0,0,14,7.3,0.5
4/22/2003,0,9.7,0,0,0,0,16.5,8.3,0
4/23/2003,0,10.7,0,0,0,0,15.5,7.3,-1
4/24/2003,0,5.5,0,0,0,0,19,12.5,6
4/25/2003,0,6.2,0,0,0,0,13.5,11.8,10
4/26/2003,0,9.7,0,0,0,0,14.5,8.3,2
4/27/2003,0,13.2,0,0,0,0,10,4.8,-0.5
4/28/2003,0,9.7,0,0,0,0,15.5,8.3,1
4/29/2003,0,10.2,0,0,0,0,17.5,7.8,-2
4/30/2003,0,8.7,0,0,0,0,20.5,9.3,-2
5/1/2003,0,6.2,1,0,1,0,20,11.8,3.5
5/2/2003,0,14.2,0.2,0,0.2,1,7.5,3.8,0
5/3/2003,0,14.2,0,0,0,0,7.5,3.8,0
5/4/2003,0,15.7,2.8,1.2,1.6,0,5.5,2.3,-1
5/5/2003,0,15,2.6,1,1.6,2,6.5,3,-0.5
5/6/2003,0,13.2,0,0,0,0,12.5,4.8,-3
5/7/2003,0,13,0,0,0,0,13,5,-3
5/8/2003,0,9.2,0,0,0,0,16,8.8,1.5
5/9/2003,0,8.2,0,0,0,0,18,9.8,1.5
5/10/2003,0,8,0,0,0,0,20.5,10,-0.5
5/11/2003,0,5.2,0,0,0,0,20.5,12.8,5
5/12/2003,0,6.2,0,0,0,0,21,11.8,2.5
5/13/2003,0,6.2,14.6,14.6,0,0,15.5,11.8,8
5/14/2003,0,12.7,7.6,7.6,0,0,8,5.3,2.5
5/15/2003,0,13,0,0,0,0,11,5,-1
5/16/2003,0,12.2,0,0,0,0,13,5.8,-1.5
5/17/2003,0,12.7,0,0,0,0,11.5,5.3,-1
5/18/2003,0,10.5,0,0,0,0,16,7.5,-1
5/19/2003,0,9.7,0.4,0.4,0,0,16,8.3,0.5
5/20/2003,0,8.5,0.2,0.2,0,0,15,9.5,4
5/21/2003,0,6.5,8.4,8.4,0,0,17.5,11.5,5.5
5/22/2003,0,6,3.4,3.4,0,0,17,12,7
5/23/2003,0,3.5,0,0,0,0,22,14.5,7
5/24/2003,0.8,0,5.6,5.6,0,0,23.5,18.8,14
5/25/2003,0,4.7,0,0,0,0,17.5,13.3,9
5/26/2003,0,4,0.4,0.4,0,0,19,14,9
5/27/2003,0,4.2,0,0,0,0,21,13.8,6.5
5/28/2003,0,3.7,6.6,6.6,0,0,20,14.3,8.5
5/29/2003,0,6,0,0,0,0,19.5,12,4.5
5/30/2003,0,2.7,0,0,0,0,27,15.3,3.5
5/31/2003,0,2,0,0,0,0,22,16,10
6/1/2003,0,4.2,6.2,6.2,0,0,16,13.8,11.5
6/2/2003,0,5.5,0,0,0,0,17.5,12.5,7.5
6/3/2003,0,6.2,0,0,0,0,20,11.8,3.5
6/4/2003,0,4.5,0,0,0,0,24.5,13.5,2.5
6/5/2003,0,2.5,0,0,0,0,25.5,15.5,5.5
6/6/2003,0,1.5,0,0,0,0,26,16.5,7
6/7/2003,0,0.5,0,0,0,0,29,17.5,6
6/8/2003,0,0,1,1,0,0,26,18,10
6/9/2003,0,2.5,2.6,2.6,0,0,21.5,15.5,9.5
6/10/2003,0,2,3.6,3.6,0,0,22,16,10
6/11/2003,0,2,0,0,0,0,23,16,9
6/12/2003,0,2.2,6,6,0,0,23,15.8,8.5
6/13/2003,0,4.7,0.2,0.2,0,0,18,13.3,8.5
6/14/2003,0,4.7,4,4,0,0,19,13.3,7.5
6/15/2003,0,4.5,1.2,1.2,0,0,19,13.5,8
6/16/2003,0,3.5,0.2,0.2,0,0,22,14.5,7
6/17/2003,0,0.2,0,0,0,0,26,17.8,9.5
6/18/2003,0,2,3,3,0,0,20,16,12
6/19/2003,0,7.2,0,0,0,0,18.5,10.8,3
6/20/2003,0,6.2,3.4,3.4,0,0,18,11.8,5.5
6/21/2003,0,4.7,3.1,3.1,0,0,17.5,13.3,9
6/22/2003,0,4,2.2,2.2,0,0,20,14,8
6/23/2003,0,3.7,0.2,0.2,0,0,21.5,14.3,7
6/24/2003,0,2.7,0,0,0,0,24,15.3,6.5
6/25/2003,0,2,0.4,0.4,0,0,22,16,10
6/26/2003,0.3,0,0,0,0,0,24,18.3,12.5
6/27/2003,0,2.2,0,0,0,0,22,15.8,9.5
6/28/2003,0,1,0,0,0,0,26,17,8
6/29/2003,2,0,4,4,0,0,31,20,9
6/30/2003,0,4.5,14.1,14.1,0,0,15.5,13.5,11.5
7/1/2003,0,6,4.4,4.4,0,0,15.5,12,8.5
7/2/2003,0,7,0.4,0.4,0,0,14,11,8
7/3/2003,0,3,3.2,3.2,0,0,21,15,9
7/4/2003,0,3.2,6.3,6.3,0,0,19,14.8,10.5
7/5/2003,0,4.2,0.2,0.2,0,0,21,13.8,6.5
7/6/2003,0,3.5,0,0,0,0,23,14.5,6
7/7/2003,0,2.5,29,29,0,0,22.5,15.5,8.5
7/8/2003,0,4.7,3,3,0,0,19.5,13.3,7
7/9/2003,0,2.5,0,0,0,0,23,15.5,8
7/10/2003,0,0.5,0,0,0,0,26,17.5,9
7/11/2003,1.5,0,0,0,0,0,28.5,19.5,10.5
7/12/2003,1.3,0,0.8,0.8,0,0,24,19.3,14.5
7/13/2003,0,1.7,2.8,2.8,0,0,20.5,16.3,12
7/14/2003,0,2.7,5.6,5.6,0,0,23,15.3,7.5
7/15/2003,0,3.2,2.4,2.4,0,0,21.5,14.8,8
7/16/2003,0,3,3.8,3.8,0,0,21.5,15,8.5
