LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS,TOTAL_RAIN,TOTAL_PRECIPITATION,ID,LOCAL_DATE,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Date,Value,SYM
2018,3,5,,,,M,31.8,,0,3053536.2018.3.5,3/5/2018 0:00,0,,-1.4,-13.8,-26.2,1,3/5/2018,10.1,B
2018,3,6,,,,M,26.1,,0,3053536.2018.3.6,3/6/2018 0:00,0,,0.9,-8.1,-17.1,1,3/6/2018,10.6,B
2018,3,7,,,,M,22.7,,0,3053536.2018.3.7,3/7/2018 0:00,0,,3.7,-4.7,-13.1,1,3/7/2018,11.1,B
2018,3,8,,,,M,23.6,,0,3053536.2018.3.8,3/8/2018 0:00,0,,6.5,-5.6,-17.7,1,3/8/2018,11.4,B
2018,3,9,,,,M,18.4,,0,3053536.2018.3.9,3/9/2018 0:00,0,,5,-0.4,-5.8,1,3/9/2018,11.3,B
2018,3,10,,,,M,20.2,,0.2,3053536.2018.3.10,3/10/2018 0:00,0,,8.1,-2.2,-12.5,1,3/10/2018,11.4,B
2018,3,11,,,,M,20.1,,0,3053536.2018.3.11,3/11/2018 0:00,0,,11.9,-2.1,-16,1,3/11/2018,11.7,B
2018,3,12,,,,M,18.5,,0,3053536.2018.3.12,3/12/2018 0:00,0,,13.4,-0.5,-14.4,1,3/12/2018,11.9,B
2018,3,13,,,,M,17.2,,0,3053536.2018.3.13,3/13/2018 0:00,0,,14.5,0.8,-13,1,3/13/2018,11.9,B
2018,3,14,,,,M,16,,0,3053536.2018.3.14,3/14/2018 0:00,0,,13,2,-9.1,1,3/14/2018,11.8,B
2018,3,15,,,,M,15.1,,2.9,3053536.2018.3.15,3/15/2018 0:00,0,,5.6,2.9,0.2,1,3/15/2018,11.5,B
2018,3,16,,,,M,15.6,,10.9,3053536.2018.3.16,3/16/2018 0:00,0,,6,2.4,-1.3,1,3/16/2018,11.2,B
2018,3,17,,,,M,16.2,,0.4,3053536.2018.3.17,3/17/2018 0:00,0,,5.2,1.8,-1.7,1,3/17/2018,10.9,B
2018,3,18,,,,M,18.8,,0,3053536.2018.3.18,3/18/2018 0:00,0,,3.9,-0.8,-5.5,1,3/18/2018,10.6,B
2018,3,19,,,,M,19.7,,0.2,3053536.2018.3.19,3/19/2018 0:00,0,,6.3,-1.7,-9.7,1,3/19/2018,10.4,B
2018,3,20,,,,M,15.5,,0,3053536.2018.3.20,3/20/2018 0:00,0,,6.7,2.5,-1.8,1,3/20/2018,10.5,B
2018,3,21,,,,M,16.8,,0,3053536.2018.3.21,3/21/2018 0:00,0,,7.9,1.2,-5.6,1,3/21/2018,10.5,B
2018,3,22,,,,M,17.4,,0,3053536.2018.3.22,3/22/2018 0:00,0,,3.1,0.6,-1.9,1,3/22/2018,10.5,B
2018,3,23,,,,M,17.5,,1.4,3053536.2018.3.23,3/23/2018 0:00,0,,4.9,0.5,-4,1,3/23/2018,10.5,B
2018,3,24,,,,M,19.3,,0.2,3053536.2018.3.24,3/24/2018 0:00,0,,5.2,-1.3,-7.8,1,3/24/2018,10.4,B
2018,3,25,,,,M,18.8,,0,3053536.2018.3.25,3/25/2018 0:00,0,,4.8,-0.8,-6.3,1,3/25/2018,10.5,B
2018,3,26,,,,M,17.3,,0,3053536.2018.3.26,3/26/2018 0:00,0,,5.1,0.7,-3.8,1,3/26/2018,10.5,B
2018,3,27,,,,M,13.6,,0.2,3053536.2018.3.27,3/27/2018 0:00,0,,8.5,4.4,0.2,1,3/27/2018,10.7,B
2018,3,28,,,,M,17.4,,0,3053536.2018.3.28,3/28/2018 0:00,0,,4.9,0.6,-3.8,1,3/28/2018,10.6,B
2018,3,29,,,,M,17,,0.2,3053536.2018.3.29,3/29/2018 0:00,0,,5.9,1,-3.9,1,3/29/2018,10.6,B
2018,3,30,,,,M,25.5,,5.7,3053536.2018.3.30,3/30/2018 0:00,0,,-1,-7.5,-14,1,3/30/2018,10.2,B
2018,3,31,,,,M,29.6,,0.2,3053536.2018.3.31,3/31/2018 0:00,0,,0.3,-11.6,-23.5,1,3/31/2018,9.21,B
2018,4,1,,,,M,25.8,,0,3053536.2018.4.1,4/1/2018 0:00,0,,-2.1,-7.8,-13.4,1,4/1/2018,10.2,B
2018,4,2,,,,M,23.5,,0,3053536.2018.4.2,4/2/2018 0:00,0,,0.2,-5.5,-11.2,1,4/2/2018,11.4,B
2018,4,3,,,,M,21.7,,0,3053536.2018.4.3,4/3/2018 0:00,0,,2.7,-3.7,-10.1,1,4/3/2018,11.3,B
2018,4,4,,,,M,24.5,,0.5,3053536.2018.4.4,4/4/2018 0:00,0,,-3.3,-6.5,-9.6,1,4/4/2018,11.3,B
2018,4,5,,,,M,25.6,,0.2,3053536.2018.4.5,4/5/2018 0:00,0,,-2.2,-7.6,-13,1,4/5/2018,11.1,B
2018,4,6,,,,M,26.1,,0.4,3053536.2018.4.6,4/6/2018 0:00,0,,-3.6,-8.1,-12.6,1,4/6/2018,10.9,B
2018,4,7,,,,M,23.6,,0.2,3053536.2018.4.7,4/7/2018 0:00,0,,1.1,-5.6,-12.3,1,4/7/2018,11,B
2018,4,8,,,,M,18.2,,1.2,3053536.2018.4.8,4/8/2018 0:00,0,,7.8,-0.2,-8.2,1,4/8/2018,11.1,B
2018,4,9,,,,M,12.8,,0,3053536.2018.4.9,4/9/2018 0:00,0,,12.1,5.2,-1.8,1,4/9/2018,11.2,
2018,4,10,,,,M,13.9,,0,3053536.2018.4.10,4/10/2018 0:00,0,,11.2,4.1,-3.1,1,4/10/2018,11.9,
2018,4,11,E,,,M,13.5,,,3053536.2018.4.11,4/11/2018 0:00,0,,12.1,4.5,-3.2,1,4/11/2018,12.3,
2018,4,12,,,,M,17.6,,0.8,3053536.2018.4.12,4/12/2018 0:00,0,,7.3,0.4,-6.5,1,4/12/2018,12.4,
2018,4,13,,,,M,15.8,,0.5,3053536.2018.4.13,4/13/2018 0:00,0,,8.6,2.2,-4.2,1,4/13/2018,12.4,
2018,4,14,,,,M,15.5,,0.3,3053536.2018.4.14,4/14/2018 0:00,0,,7.8,2.5,-2.8,1,4/14/2018,12.2,
2018,4,15,,,,M,15.9,,0,3053536.2018.4.15,4/15/2018 0:00,0,,7.1,2.1,-3,1,4/15/2018,12.4,
2018,4,16,M,,,M,,,,3053536.2018.4.16,4/16/2018 0:00,,,,,1.4,1,4/16/2018,12.5,
2018,4,17,M,,,M,,,,3053536.2018.4.17,4/17/2018 0:00,,,,,-2,1,4/17/2018,12.5,
2018,4,18,M,,,M,,,,3053536.2018.4.18,4/18/2018 0:00,,,10,,,1,4/18/2018,12.6,
2018,4,19,M,,,M,,,,3053536.2018.4.19,4/19/2018 0:00,,,13.3,,,1,4/19/2018,13.1,
2018,4,20,M,,,M,,,,3053536.2018.4.20,4/20/2018 0:00,,,,,0,1,4/20/2018,14.2,
2018,4,21,M,,,M,,,,3053536.2018.4.21,4/21/2018 0:00,,,11.5,,,1,4/21/2018,15.3,
2018,4,22,,,,M,14.6,,0.3,3053536.2018.4.22,4/22/2018 0:00,0,,10.6,3.4,-3.8,1,4/22/2018,16.5,
2018,4,23,,,,M,13.8,,0.2,3053536.2018.4.23,4/23/2018 0:00,0,,16.9,4.2,-8.6,1,4/23/2018,15.9,
2018,4,24,,,,M,11.1,,0,3053536.2018.4.24,4/24/2018 0:00,0,,19.1,6.9,-5.3,1,4/24/2018,16.7,
2018,4,25,,,,M,10.3,,0,3053536.2018.4.25,4/25/2018 0:00,0,,17.9,7.7,-2.5,1,4/25/2018,18.7,
2018,4,26,,,,M,8.2,,0,3053536.2018.4.26,4/26/2018 0:00,0,,23.3,9.8,-3.7,1,4/26/2018,20.4,
2018,4,27,,,,M,7.2,,0.2,3053536.2018.4.27,4/27/2018 0:00,0,,25.4,10.8,-3.8,1,4/27/2018,23.8,
2018,4,28,,,,M,7.9,,0.3,3053536.2018.4.28,4/28/2018 0:00,0,,24.4,10.1,-4.2,1,4/28/2018,29.5,
2018,4,29,M,,,M,,,,3053536.2018.4.29,4/29/2018 0:00,,,8.7,,,1,4/29/2018,39.6,
2018,4,30,,,,M,11.9,,0,3053536.2018.4.30,4/30/2018 0:00,0,,17.4,6.1,-5.3,1,4/30/2018,44,
2018,5,1,,,,M,8.5,,0,3053536.2018.5.1,5/1/2018 0:00,0,,15.5,9.5,3.5,1,5/1/2018,46.7,
2018,5,2,,,,M,8.7,,0,3053536.2018.5.2,5/2/2018 0:00,0,,18.2,9.3,0.3,1,5/2/2018,44.2,
2018,5,3,,,,M,9.5,,0.6,3053536.2018.5.3,5/3/2018 0:00,0,,19,8.5,-2.1,1,5/3/2018,45.8,
2018,5,4,,,,M,5.3,,1.5,3053536.2018.5.4,5/4/2018 0:00,0,,19.5,12.7,5.8,1,5/4/2018,49.6,
2018,5,5,,,,M,5.9,,0,3053536.2018.5.5,5/5/2018 0:00,0,,19.4,12.1,4.8,1,5/5/2018,64.9,
2018,5,6,M,,,M,,,,3053536.2018.5.6,5/6/2018 0:00,,,,,-2.9,1,5/6/2018,78.5,
2018,5,7,M,,,M,,,,3053536.2018.5.7,5/7/2018 0:00,,,24.5,,,1,5/7/2018,93.9,
2018,5,8,M,,,M,,,,3053536.2018.5.8,5/8/2018 0:00,,,,,3,1,5/8/2018,115,
2018,5,9,,,,M,10.9,,0,3053536.2018.5.9,5/9/2018 0:00,0,,13.7,7.1,0.5,1,5/9/2018,141,
2018,5,10,,,,M,7.8,,4.9,3053536.2018.5.10,5/10/2018 0:00,0,,16.3,10.2,4,1,5/10/2018,140,
2018,5,11,,,,M,6.4,,0.7,3053536.2018.5.11,5/11/2018 0:00,0,,20.3,11.6,2.9,1,5/11/2018,152,
2018,5,12,,,,M,6,,0,3053536.2018.5.12,5/12/2018 0:00,0,,24.6,12,-0.6,1,5/12/2018,157,
,,,,,,,,,,,,,,,,,,5/13/2018,177,
2018,5,14,M,,M,M,,,,3053536.2018.5.14,5/14/2018 0:00,,,,,,1,5/14/2018,204,
2018,5,15,M,,,M,,,,3053536.2018.5.15,5/15/2018 0:00,,,,,1.3,1,5/15/2018,251,
2018,5,16,,,,M,3.4,,0,3053536.2018.5.16,5/16/2018 0:00,0,,21.9,14.6,7.3,1,5/16/2018,271,
2018,5,17,,,,M,8.2,,0,3053536.2018.5.17,5/17/2018 0:00,0,,12.9,9.8,6.7,1,5/17/2018,285,
2018,5,18,,,,M,6.3,,0,3053536.2018.5.18,5/18/2018 0:00,0,,21.9,11.7,1.5,1,5/18/2018,263,
2018,5,19,,,,M,5.1,,0,3053536.2018.5.19,5/19/2018 0:00,0,,26.4,12.9,-0.7,1,5/19/2018,259,
2018,5,20,,,,M,6.5,,0.5,3053536.2018.5.20,5/20/2018 0:00,0,,21.4,11.5,1.6,1,5/20/2018,274,
2018,5,21,,,,M,3.8,,0,3053536.2018.5.21,5/21/2018 0:00,0,,23.6,14.2,4.7,1,5/21/2018,270,
2018,5,22,,17,,,4,,0,3053536.2018.5.22,5/22/2018 0:00,0,93,27.6,14,0.4,1,5/22/2018,279,
2018,5,23,,13,,,3.1,,0.6,3053536.2018.5.23,5/23/2018 0:00,0,90,28.5,14.9,1.4,1,5/23/2018,284,
2018,5,24,,20,,,3.3,,0,3053536.2018.5.24,5/24/2018 0:00,0,78,25.7,14.7,3.7,1,5/24/2018,321,
2018,5,25,,,,M,1.5,,0,3053536.2018.5.25,5/25/2018 0:00,0,,25.6,16.5,7.3,1,5/25/2018,341,
2018,5,26,,,,M,3.4,,0,3053536.2018.5.26,5/26/2018 0:00,0,,21.7,14.6,7.4,1,5/26/2018,347,
2018,5,27,,,,M,2.9,,0.2,3053536.2018.5.27,5/27/2018 0:00,0,,24.7,15.1,5.4,1,5/27/2018,317,
2018,5,28,,,,M,5.4,,0,3053536.2018.5.28,5/28/2018 0:00,0,,22.7,12.6,2.4,1,5/28/2018,296,
2018,5,29,,,,M,7.6,,0,3053536.2018.5.29,5/29/2018 0:00,0,,15.3,10.4,5.4,1,5/29/2018,293,
2018,5,30,M,,,M,,,,3053536.2018.5.30,5/30/2018 0:00,,,,,6.8,1,5/30/2018,249,
2018,5,31,,,,M,10.4,,0.2,3053536.2018.5.31,5/31/2018 0:00,0,,15.2,7.6,-0.1,1,5/31/2018,204,
2018,6,1,,,,M,6.9,,0,3053536.2018.6.1,6/1/2018 0:00,0,,19.9,11.1,2.2,1,6/1/2018,171,
2018,6,2,,,,M,5.6,,0,3053536.2018.6.2,6/2/2018 0:00,0,,18.7,12.4,6.1,1,6/2/2018,151,
2018,6,3,,,,M,6.2,,0.5,3053536.2018.6.3,6/3/2018 0:00,0,,20.1,11.8,3.5,1,6/3/2018,143,
2018,6,4,,,,M,7.1,,0,3053536.2018.6.4,6/4/2018 0:00,0,,17.8,10.9,3.9,1,6/4/2018,163,
2018,6,5,,,,M,11.3,,0.2,3053536.2018.6.5,6/5/2018 0:00,0,,16.3,6.7,-3,1,6/5/2018,161,
2018,6,6,,,,M,5.5,,0,3053536.2018.6.6,6/6/2018 0:00,0,,20.7,12.5,4.3,1,6/6/2018,140,
2018,6,7,,,,M,4.9,,0,3053536.2018.6.7,6/7/2018 0:00,0,,25.2,13.1,1,1,6/7/2018,134,
2018,6,8,,,,M,2.1,,0,3053536.2018.6.8,6/8/2018 0:00,0,,23.5,15.9,8.3,1,6/8/2018,154,
2018,6,9,,,,M,5.4,,0,3053536.2018.6.9,6/9/2018 0:00,0,,19.4,12.6,5.8,1,6/9/2018,186,
2018,6,10,,,,M,10.9,,15.4,3053536.2018.6.10,6/10/2018 0:00,0,,9.5,7.1,4.6,1,6/10/2018,204,
2018,6,11,,,,M,8.5,,0,3053536.2018.6.11,6/11/2018 0:00,0,,14.6,9.5,4.3,1,6/11/2018,180,
2018,6,12,,,,M,5.8,,0,3053536.2018.6.12,6/12/2018 0:00,0,,18.6,12.2,5.7,1,6/12/2018,148,
2018,6,13,,,,M,5.9,,0,3053536.2018.6.13,6/13/2018 0:00,0,,16.5,12.1,7.6,1,6/13/2018,132,
2018,6,14,,,,M,6.6,,3.9,3053536.2018.6.14,6/14/2018 0:00,0,,20.1,11.4,2.6,1,6/14/2018,126,
2018,6,15,,,,M,4.5,,1.7,3053536.2018.6.15,6/15/2018 0:00,0,,19.2,13.5,7.8,1,6/15/2018,131,
2018,6,16,,,,M,3.9,,0.9,3053536.2018.6.16,6/16/2018 0:00,0,,21.6,14.1,6.6,1,6/16/2018,147,
2018,6,17,,,,M,4,,0.3,3053536.2018.6.17,6/17/2018 0:00,0,,27.1,14,0.8,1,6/17/2018,153,
2018,6,18,,,,M,1.6,,0.2,3053536.2018.6.18,6/18/2018 0:00,0,,28.9,16.4,3.9,1,6/18/2018,174,
2018,6,19,,14,,,0.3,,0,3053536.2018.6.19,6/19/2018 0:00,0,91,30.8,17.7,4.6,1,6/19/2018,210,
2018,6,20,,15,,,0,,0,3053536.2018.6.20,6/20/2018 0:00,1.3,85,32.7,19.3,5.9,1,6/20/2018,240,
2018,6,21,M,,,,,,,3053536.2018.6.21,6/21/2018 0:00,,,,,14.4,1,6/21/2018,276,
2018,6,22,,,,M,0.9,,1,3053536.2018.6.22,6/22/2018 0:00,0,,22.3,17.1,11.8,1,6/22/2018,322,
2018,6,23,,,,M,0.8,,0.2,3053536.2018.6.23,6/23/2018 0:00,0,,25,17.2,9.3,1,6/23/2018,318,
2018,6,24,,,,M,1.2,,0,3053536.2018.6.24,6/24/2018 0:00,0,,27.9,16.8,5.7,1,6/24/2018,311,
2018,6,25,,,,M,4.6,,2.7,3053536.2018.6.25,6/25/2018 0:00,0,,18.9,13.4,7.8,1,6/25/2018,318,
2018,6,26,,32,,,8.4,,0.2,3053536.2018.6.26,6/26/2018 0:00,0,92,14,9.6,5.2,1,6/26/2018,314,
2018,6,27,,,,M,5.5,,0,3053536.2018.6.27,6/27/2018 0:00,0,,21.5,12.5,3.5,1,6/27/2018,242,
2018,6,28,M,,,M,,,,3053536.2018.6.28,6/28/2018 0:00,,,,,7.4,1,6/28/2018,205,
2018,6,29,,,,M,1.8,,0,3053536.2018.6.29,6/29/2018 0:00,0,,20.8,16.2,11.6,1,6/29/2018,187,
2018,6,30,,,,M,5.5,,1.1,3053536.2018.6.30,6/30/2018 0:00,0,,17.4,12.5,7.6,1,6/30/2018,184,
2018,7,1,,,,M,5.7,,0.3,3053536.2018.7.1,7/1/2018 0:00,0,,18.1,12.3,6.5,1,7/1/2018,194,
2018,7,2,,,,M,13.1,,34.9,3053536.2018.7.2,7/2/2018 0:00,0,,8.9,4.9,0.9,1,7/2/2018,188,
2018,7,3,,,,M,9.8,,14.8,3053536.2018.7.3,7/3/2018 0:00,0,,12,8.2,4.3,1,7/3/2018,186,
2018,7,4,,,,M,3.8,,7.1,3053536.2018.7.4,7/4/2018 0:00,0,,19.6,14.2,8.7,1,7/4/2018,182,
2018,7,5,,18,,,0,,0.2,3053536.2018.7.5,7/5/2018 0:00,0,94,29.4,18,6.7,1,7/5/2018,186,
2018,7,6,,,,M,1.3,,0.3,3053536.2018.7.6,7/6/2018 0:00,0,,23,16.7,10.4,1,7/6/2018,221,
2018,7,7,,,,M,2.4,,1.1,3053536.2018.7.7,7/7/2018 0:00,0,,21.3,15.6,9.9,1,7/7/2018,249,
2018,7,8,,,,M,3.3,,0,3053536.2018.7.8,7/8/2018 0:00,0,,22.2,14.7,7.1,1,7/8/2018,244,
2018,7,9,,,,M,3.5,,0.3,3053536.2018.7.9,7/9/2018 0:00,0,,26.4,14.5,2.5,1,7/9/2018,225,
2018,7,10,,,,M,2.4,,1,3053536.2018.7.10,7/10/2018 0:00,0,,20.3,15.6,10.8,1,7/10/2018,228,
2018,7,11,,,,M,3.3,,0,3053536.2018.7.11,7/11/2018 0:00,0,,23.9,14.7,5.4,1,7/11/2018,229,
2018,7,12,,,,M,1.9,,0.8,3053536.2018.7.12,7/12/2018 0:00,0,,26.1,16.1,6,1,7/12/2018,230,
2018,7,13,,,,M,3.8,,11.2,3053536.2018.7.13,7/13/2018 0:00,0,,17.3,14.2,11,1,7/13/2018,246,
2018,7,14,,,,M,5.1,,2.6,3053536.2018.7.14,7/14/2018 0:00,0,,22.4,12.9,3.3,1,7/14/2018,278,
2018,7,15,,,,M,3,,0.9,3053536.2018.7.15,7/15/2018 0:00,0,,28,15,1.9,1,7/15/2018,250,
2018,7,16,,16,,,0.3,,0.7,3053536.2018.7.16,7/16/2018 0:00,0,92,30.6,17.7,4.7,1,7/16/2018,230,
2018,7,17,,18,,,0,,0.7,3053536.2018.7.17,7/17/2018 0:00,1.3,90,32.4,19.3,6.3,1,7/17/2018,241,
2018,7,18,,20,,,0,,0.5,3053536.2018.7.18,7/18/2018 0:00,2.8,83,29.4,20.8,12.2,1,7/18/2018,262,
2018,7,19,,45,,,0,,2.6,3053536.2018.7.19,7/19/2018 0:00,0.7,94,24.7,18.7,12.8,1,7/19/2018,265,
2018,7,20,,66,,,5.3,,2.2,3053536.2018.7.20,7/20/2018 0:00,0,92,16.5,12.7,8.9,1,7/20/2018,262,
2018,7,21,,62,,,6.9,,6.1,3053536.2018.7.21,7/21/2018 0:00,0,95,14.9,11.1,7.4,1,7/21/2018,232,
2018,7,22,,35,,,2,,1.9,3053536.2018.7.22,7/22/2018 0:00,0,96,23.2,16,8.8,1,7/22/2018,203,
2018,7,23,,52,,,4,,2.4,3053536.2018.7.23,7/23/2018 0:00,0,93,18.2,14,9.7,1,7/23/2018,200,
2018,7,24,,41,,,4.8,,0.6,3053536.2018.7.24,7/24/2018 0:00,0,98,21.2,13.2,5.2,1,7/24/2018,199,
2018,7,25,,24,,,3.4,,0.3,3053536.2018.7.25,7/25/2018 0:00,0,97,25.5,14.6,3.7,1,7/25/2018,188,
2018,7,26,,34,,,4,,1.7,3053536.2018.7.26,7/26/2018 0:00,0,95,24.1,14,3.9,1,7/26/2018,188,
2018,7,27,,21,,,3.5,,0.3,3053536.2018.7.27,7/27/2018 0:00,0,99,26.8,14.5,2.2,1,7/27/2018,190,
2018,7,28,,17,,,0.7,,0.8,3053536.2018.7.28,7/28/2018 0:00,0,91,29.7,17.3,5,1,7/28/2018,192,
2018,7,29,,18,,,0,,1.9,3053536.2018.7.29,7/29/2018 0:00,0.9,93,31.9,18.9,5.9,1,7/29/2018,198,
2018,7,30,,29,,,0,,8.8,3053536.2018.7.30,7/30/2018 0:00,1.4,97,31.1,19.4,7.8,1,7/30/2018,219,
2018,7,31,,33,,,1.1,,0.7,3053536.2018.7.31,7/31/2018 0:00,0,98,27.4,16.9,6.4,1,7/31/2018,234,
2018,8,1,,31,,,0.1,,6.4,3053536.2018.8.1,8/1/2018 0:00,0,96,27.1,17.9,8.6,1,8/1/2018,240,
2018,8,2,,42,,,5,,0.4,3053536.2018.8.2,8/2/2018 0:00,0,97,20.1,13,5.9,1,8/2/2018,235,
2018,8,3,,46,,,3.3,,0,3053536.2018.8.3,8/3/2018 0:00,0,88,19.6,14.7,9.8,1,8/3/2018,216,
2018,8,4,,36,,,1.8,,0,3053536.2018.8.4,8/4/2018 0:00,0,85,21.9,16.2,10.4,1,8/4/2018,188,
2018,8,5,,24,,,1.7,,0,3053536.2018.8.5,8/5/2018 0:00,0,97,27.7,16.3,4.8,1,8/5/2018,173,
2018,8,6,,20,,,0.6,,0.4,3053536.2018.8.6,8/6/2018 0:00,0,93,29.1,17.4,5.7,1,8/6/2018,184,
2018,8,7,,18,,,0,,0.5,3053536.2018.8.7,8/7/2018 0:00,1.4,84,27.9,19.4,10.9,1,8/7/2018,192,
2018,8,8,,18,,,0.3,,0.3,3053536.2018.8.8,8/8/2018 0:00,0,92,31.3,17.7,4,1,8/8/2018,195,
2018,8,9,,13,,,0,,0,3053536.2018.8.9,8/9/2018 0:00,2.8,91,34.1,20.8,7.5,1,8/9/2018,203,
2018,8,10,,10,,,0,,0.7,3053536.2018.8.10,8/10/2018 0:00,2.8,88,33.7,20.8,7.8,1,8/10/2018,228,
2018,8,11,,47,,,1.3,,9.9,3053536.2018.8.11,8/11/2018 0:00,0,95,21.2,16.7,12.2,1,8/11/2018,236,
2018,8,12,,85,,,7.1,,8.9,3053536.2018.8.12,8/12/2018 0:00,0,97,12.7,10.9,9.2,1,8/12/2018,253,
2018,8,13,,32,,,2,,0.3,3053536.2018.8.13,8/13/2018 0:00,0,97,23.8,16,8.3,1,8/13/2018,216,
2018,8,14,,49,,,4.8,,0,3053536.2018.8.14,8/14/2018 0:00,0,96,21.1,13.2,5.4,1,8/14/2018,200,
2018,8,15,,31,,,2,,0,3053536.2018.8.15,8/15/2018 0:00,0,97,27.1,16,5,1,8/15/2018,183,
2018,8,16,,18,,,0,,0.4,3053536.2018.8.16,8/16/2018 0:00,0.2,95,30.1,18.2,6.2,1,8/16/2018,191,
2018,8,17,,24,,,0,,0,3053536.2018.8.17,8/17/2018 0:00,0.1,90,28,18.1,8.2,1,8/17/2018,193,
2018,8,18,,37,,,5.5,,0,3053536.2018.8.18,8/18/2018 0:00,0,88,19.7,12.5,5.2,1,8/18/2018,190,
2018,8,19,,23,,,6.8,,0,3053536.2018.8.19,8/19/2018 0:00,0,99,22.9,11.2,-0.6,1,8/19/2018,157,
2018,8,20,,19,,,3.5,,0.3,3053536.2018.8.20,8/20/2018 0:00,0,83,24.7,14.5,4.4,1,8/20/2018,148,
2018,8,21,,16,,,2.6,,0.2,3053536.2018.8.21,8/21/2018 0:00,0,96,29.7,15.4,1,1,8/21/2018,146,
2018,8,22,,17,,,1.7,,0,3053536.2018.8.22,8/22/2018 0:00,0,88,28.1,16.3,4.5,1,8/22/2018,150,
2018,8,23,,28,,,4.5,,5.6,3053536.2018.8.23,8/23/2018 0:00,0,97,24.2,13.5,2.9,1,8/23/2018,160,
2018,8,24,,71,,,7.4,,8,3053536.2018.8.24,8/24/2018 0:00,0,,13.4,10.6,7.8,1,8/24/2018,173,
2018,8,25,,69,,,8.8,,0,3053536.2018.8.25,8/25/2018 0:00,0,98,14,9.2,4.4,1,8/25/2018,140,
2018,8,26,,87,,,9,,7.7,3053536.2018.8.26,8/26/2018 0:00,0,97,11.1,9,6.9,1,8/26/2018,122,
2018,8,27,,37,,,6.3,,0.6,3053536.2018.8.27,8/27/2018 0:00,0,96,17.7,11.7,5.8,1,8/27/2018,127,
2018,8,28,,55,,,5.2,,0.6,3053536.2018.8.28,8/28/2018 0:00,0,93,17.1,12.8,8.5,1,8/28/2018,109,
2018,8,29,,70,,,6.4,,5.4,3053536.2018.8.29,8/29/2018 0:00,0,97,15.1,11.6,8.2,1,8/29/2018,115,
2018,8,30,,72,,,8.6,,1.3,3053536.2018.8.30,8/30/2018 0:00,0,96,12.6,9.4,6.1,1,8/30/2018,147,
2018,8,31,,46,,,8.6,,2.3,3053536.2018.8.31,8/31/2018 0:00,0,97,15.5,9.4,3.2,1,8/31/2018,123,
2018,9,1,,36,,,9.2,,0.6,3053536.2018.9.1,9/1/2018 0:00,0,94,14.9,8.8,2.8,1,9/1/2018,128,A
2018,9,2,,56,,,11.2,,3.6,3053536.2018.9.2,9/2/2018 0:00,0,97,13.4,6.8,0.3,1,9/2/2018,109,
2018,9,3,,54,,,8.9,,1.2,3053536.2018.9.3,9/3/2018 0:00,0,98,13.8,9.1,4.4,1,9/3/2018,107,
2018,9,4,,26,,,8.9,,1.2,3053536.2018.9.4,9/4/2018 0:00,0,99,18.2,9.1,-0.1,1,9/4/2018,102,
2018,9,5,,22,,,9.7,,0.3,3053536.2018.9.5,9/5/2018 0:00,0,99,20.3,8.3,-3.7,1,9/5/2018,93.5,
2018,9,6,,36,,,7.1,,0,3053536.2018.9.6,9/6/2018 0:00,0,94,19.6,10.9,2.2,1,9/6/2018,89.1,
2018,9,7,,28,,,6.4,,0,3053536.2018.9.7,9/7/2018 0:00,0,99,23.2,11.6,0.1,1,9/7/2018,90.2,
2018,9,8,,33,,,3.9,,0,3053536.2018.9.8,9/8/2018 0:00,0,93,20.4,14.1,7.7,1,9/8/2018,112,
2018,9,9,,58,,,9.5,,0.6,3053536.2018.9.9,9/9/2018 0:00,0,97,14.4,8.5,2.7,1,9/9/2018,122,
2018,9,10,,37,,,6.6,,0.2,3053536.2018.9.10,9/10/2018 0:00,0,97,17.8,11.4,5.1,1,9/10/2018,111,
2018,9,11,,41,,,6.7,,1.7,3053536.2018.9.11,9/11/2018 0:00,0,97,16.9,11.3,5.6,1,9/11/2018,107,
2018,9,12,,77,,,15.8,,4.4,3053536.2018.9.12,9/12/2018 0:00,0,97,6.1,2.2,-1.6,1,9/12/2018,98.4,
2018,9,13,,58,,,17.1,,0.8,3053536.2018.9.13,9/13/2018 0:00,0,95,4.7,0.9,-2.8,1,9/13/2018,97.2,
2018,9,14,,53,,,16.1,,0.4,3053536.2018.9.14,9/14/2018 0:00,0,95,6.7,1.9,-2.9,1,9/14/2018,86.7,
2018,9,15,,57,,,14.6,,0,3053536.2018.9.15,9/15/2018 0:00,0,79,5.9,3.4,0.9,1,9/15/2018,81,
2018,9,16,,55,,,13.2,,0,3053536.2018.9.16,9/16/2018 0:00,0,88,8.9,4.8,0.7,1,9/16/2018,76.8,
2018,9,17,,38,,,9.8,,0,3053536.2018.9.17,9/17/2018 0:00,0,91,14.7,8.2,1.8,1,9/17/2018,74,
2018,9,18,,44,,,14.6,,0,3053536.2018.9.18,9/18/2018 0:00,0,98,10.7,3.4,-4,1,9/18/2018,72.6,
