LOCAL_DATE,DIRECTION_MAX_GUST,SPEED_MAX_GUST,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,TOTAL_RAIN,TOTAL_SNOW,SNOW_ON_GROUND,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Value,SYM,Year,Month,Day
12/25/2007,,,0,26.8,97,79,0,,,17,-2.2,-8.8,-15.3,1,17,B,2007,12,25
12/26/2007,,,0,26.9,97,80,0,,,16,-4.3,-8.9,-13.5,1,16,B,2007,12,26
12/27/2007,,,0,27.4,96,65,0,,,16,-4.7,-9.4,-14,1,15.8,B,2007,12,27
12/28/2007,,,0,28.3,95,68,0,,,15,-5.6,-10.3,-14.9,1,15.6,B,2007,12,28
12/29/2007,,,0,29.8,94,72,0,,,14,-7.1,-11.8,-16.4,1,15.4,B,2007,12,29
12/30/2007,,,0,30.6,95,80,0.6,,,14,-7.2,-12.6,-17.9,1,15.2,B,2007,12,30
12/31/2007,,,0,31.6,94,80,0,,,15,-6.8,-13.6,-20.4,1,15,B,2007,12,31
1/1/2008,,,0,33.7,,,0,,,15,-8.7,-15.7,-22.7,1,14.7,B,2008,1,1
1/2/2008,,,0,21.5,96,56,0,,,16,1.9,-3.5,-8.9,1,14.4,B,2008,1,2
1/3/2008,,,0,23,98,70,0,,,16,1.1,-5,-11.1,1,15.8,B,2008,1,3
1/4/2008,,,0,17.8,86,42,0,,,16,4.9,0.2,-4.5,1,15.5,B,2008,1,4
1/5/2008,,,0,19.2,99,46,0,,,16,5.2,-1.2,-7.5,1,15.8,B,2008,1,5
1/6/2008,,,0,20.8,83,59,0,,,16,0,-2.8,-5.6,1,15.3,B,2008,1,6
1/7/2008,,,0,28.8,94,63,0,,,16,-3.7,-10.8,-17.8,1,14.8,B,2008,1,7
1/8/2008,,,0,30.6,92,63,0,,,16,-6.2,-12.6,-18.9,1,14.2,B,2008,1,8
1/9/2008,,,0,27.8,94,55,0,,,16,-2,-9.8,-17.6,1,13.6,B,2008,1,9
1/10/2008,,,0,23.5,93,48,0,,,16,0.1,-5.5,-11.1,1,13.8,B,2008,1,10
1/11/2008,,,0,20.2,87,51,0,,,16,1.7,-2.2,-6,1,13.6,B,2008,1,11
1/12/2008,,,0,22.3,98,46,0,,,16,3.3,-4.3,-11.9,1,13,B,2008,1,12
1/13/2008,,,0,16.9,82,35,0,,,16,6.2,1.1,-4.1,1,12.7,B,2008,1,13
1/14/2008,,,0,17.6,100,62,8.2,,,16,5.1,0.4,-4.4,1,12.6,B,2008,1,14
1/15/2008,,,0,28,96,68,0,,,22,-4.3,-10,-15.6,1,12.1,B,2008,1,15
1/16/2008,,,0,29.3,88,67,0,,,22,-3.9,-11.3,-18.7,1,11.2,B,2008,1,16
1/17/2008,,,0,22.3,99,70,0,,,21,-0.9,-4.3,-7.7,1,12.1,B,2008,1,17
1/18/2008,,,0,25.4,100,82,0.6,,,21,-2.9,-7.4,-11.8,1,12.4,B,2008,1,18
1/19/2008,,,0,25.1,98,66,0.8,,,21,-3,-7.1,-11.1,1,11.4,B,2008,1,19
1/20/2008,,,0,36.8,87,39,0,,,20,-11,-18.8,-26.5,1,11.3,B,2008,1,20
1/21/2008,,,0,36.8,92,80,0.9,,,20,-9.9,-18.8,-27.6,1,11.2,B,2008,1,21
1/22/2008,,,0,29.5,96,51,0,,,22,-5,-11.5,-17.9,1,11.1,B,2008,1,22
1/23/2008,,,0,29.6,94,50,0,,,22,-3.8,-11.6,-19.3,1,11,B,2008,1,23
1/24/2008,,,0,34.7,90,55,0.6,,,22,-8.9,-16.7,-24.5,1,11.7,B,2008,1,24
1/25/2008,,,0,29.2,88,43,0,,,22,0.6,-11.2,-22.9,1,11.5,B,2008,1,25
1/26/2008,,,0,23,95,52,0,,,22,-2.2,-5,-7.8,1,11.1,B,2008,1,26
1/27/2008,,,0,35.7,95,49,0.7,,,22,-6.8,-17.7,-28.6,1,10.4,B,2008,1,27
1/28/2008,,,0,50.4,69,31,0,,,20,-26.4,-32.4,-38.3,1,9.7,B,2008,1,28
1/29/2008,,,0,45.4,79,44,0.7,,,20,-15.9,-27.4,-38.9,1,9,B,2008,1,29
1/30/2008,,,0,32.3,84,49,0,,,20,-4,-14.3,-24.6,1,9,B,2008,1,30
1/31/2008,,,0,33.8,91,61,2.1,,,20,-10.3,-15.8,-21.3,1,11.5,B,2008,1,31
2/1/2008,,,0,35.5,90,69,0.6,,,23,-12.3,-17.5,-22.6,1,11.5,B,2008,2,1
2/2/2008,,,0,35.2,90,49,0,,,22,-6.2,-17.2,-28.2,1,11.7,B,2008,2,2
2/3/2008,,,0,37.6,88,42,0,,,22,-9.5,-19.6,-29.7,1,11.6,B,2008,2,3
2/4/2008,,,0,35.3,84,53,0,,,22,-7.3,-17.3,-27.2,1,11.6,B,2008,2,4
2/5/2008,,,0,23.6,77,47,0,,,22,-0.2,-5.6,-11,1,11.4,B,2008,2,5
2/6/2008,,,0,21.3,74,32,0,,,22,-0.6,-3.3,-6,1,11.3,B,2008,2,6
2/7/2008,,,0,22.5,83,29,0,,,22,2.4,-4.5,-11.4,1,11.2,B,2008,2,7
2/8/2008,,,0,30.2,91,64,2.2,,,23,-1.2,-12.2,-23.1,1,11.2,B,2008,2,8
2/9/2008,,,0,42.2,82,65,4.5,,,24,-22.2,-24.2,-26.1,1,11.3,B,2008,2,9
2/10/2008,,,0,30.7,95,82,3.4,,,30,-3.2,-12.7,-22.2,1,11.4,B,2008,2,10
2/11/2008,,,0,22.5,98,64,0,,,29,1.5,-4.5,-10.5,1,11.3,B,2008,2,11
2/12/2008,,,0,17.8,100,66,2.8,,,29,4,0.2,-3.6,1,11.4,B,2008,2,12
2/13/2008,,,0,20.6,100,55,0,,,28,1.2,-2.6,-6.3,1,11.6,B,2008,2,13
2/14/2008,,,0,19.7,94,57,0.8,,,29,2.4,-1.7,-5.7,1,11.5,B,2008,2,14
2/15/2008,,,0,16.5,99,70,0,,,29,4.4,1.5,-1.4,1,11.3,B,2008,2,15
2/16/2008,,,0,23.2,97,34,0.6,,,28,2.2,-5.2,-12.6,1,11.2,B,2008,2,16
2/17/2008,,,0,24.2,94,34,0,,,28,3.1,-6.2,-15.5,1,11.6,B,2008,2,17
2/18/2008,,,0,20.7,94,33,0,,,28,6.5,-2.7,-11.8,1,11.2,B,2008,2,18
2/19/2008,,,0,20.3,98,23,0,,,27,8.7,-2.3,-13.2,1,10.8,B,2008,2,19
2/20/2008,,,0,20.1,96,22,0,,,28,10.4,-2.1,-14.5,1,10.4,B,2008,2,20
2/21/2008,,,0,20.3,98,25,0,,,27,10.2,-2.3,-14.8,1,10,B,2008,2,21
2/22/2008,,,0,19.3,99,25,0,,,27,9.5,-1.3,-12,1,10.2,B,2008,2,22
2/23/2008,,,0,16.1,98,30,0,,,28,8.2,1.9,-4.5,1,10.3,B,2008,2,23
2/24/2008,,,0,17.7,97,60,0,,,27,3.4,0.3,-2.8,1,9.9,B,2008,2,24
2/25/2008,,,0,18.1,93,27,0,,,27,7.2,-0.1,-7.4,1,9.5,B,2008,2,25
2/26/2008,,,0,17.4,87,38,0,,,27,6.6,0.6,-5.4,1,9.4,B,2008,2,26
2/27/2008,,,0,13.1,96,32,0,,,27,9.7,4.9,0,1,9.4,B,2008,2,27
2/28/2008,,,0,16.6,85,27,0.6,,,24,4.7,1.4,-2,1,10.1,B,2008,2,28
2/29/2008,,,0,15.7,78,31,0,,,23,9.5,2.3,-5,1,9.6,B,2008,2,29
3/1/2008,,,0,17.4,94,29,0,,,22,4.2,0.6,-3.1,1,9.7,B,2008,3,1
3/2/2008,,,0,21.3,85,25,0,,,22,3.5,-3.3,-10.1,1,9.5,B,2008,3,2
3/3/2008,,,0,17,88,38,0,,,22,4.2,1,-2.3,1,9.5,B,2008,3,3
3/4/2008,,,0,18.2,96,27,1.4,,,23,3.6,-0.2,-3.9,1,9.9,B,2008,3,4
3/5/2008,,,0,21.1,79,25,0,,,22,5.5,-3.1,-11.6,1,9.7,B,2008,3,5
3/6/2008,,,0,17.2,88,19,0,,,22,11,0.8,-9.5,1,9.54,B,2008,3,6
3/7/2008,,,0,16.5,89,19,0,,,21,10.6,1.5,-7.6,1,9.96,B,2008,3,7
3/8/2008,,,0,14.9,85,33,0,,,21,9.1,3.1,-3,1,10.2,B,2008,3,8
3/9/2008,,,0,18,99,27,0,,,20,8.7,0,-8.7,1,10.2,B,2008,3,9
3/10/2008,,,0,14,87,33,0,,,20,11,4,-3.1,1,10.3,B,2008,3,10
3/11/2008,,,0,13.5,82,32,0,,,17,9.5,4.5,-0.6,1,10.8,B,2008,3,11
3/12/2008,,,0,19,87,25,0,,,15,3.9,-1,-5.9,1,10.6,B,2008,3,12
3/13/2008,,,0,21.6,94,19,0,,,14,5.2,-3.6,-12.4,1,9.94,B,2008,3,13
3/14/2008,,,0,21.3,97,24,0,,,15,5.1,-3.3,-11.6,1,9.86,B,2008,3,14
3/15/2008,,,0,20.9,98,41,1,,,15,3.8,-2.9,-9.6,1,10.3,B,2008,3,15
3/16/2008,,,0,25.3,92,24,1.7,,,16,3.5,-7.3,-18.1,1,10.2,B,2008,3,16
3/17/2008,,,0,17.5,74,31,0,,,15,4.7,0.5,-3.7,1,10.1,B,2008,3,17
3/18/2008,,,0,19.7,88,26,0,,,14,4.9,-1.7,-8.3,1,10.1,B,2008,3,18
3/19/2008,,,0,19.2,89,25,0,,,14,4.9,-1.2,-7.2,1,10,B,2008,3,19
3/20/2008,,,0,19.3,78,29,0,,,15,5.4,-1.3,-7.9,1,9.62,B,2008,3,20
3/21/2008,,,0,20.3,92,25,0,,,14,5.8,-2.3,-10.3,1,9.79,B,2008,3,21
3/22/2008,,,0,19.1,93,23,0,,,13,6.1,-1.1,-8.2,1,9.96,B,2008,3,22
3/23/2008,,,0,18.5,91,33,0,,,12,6.1,-0.5,-7,1,9.78,B,2008,3,23
3/24/2008,,,0,20.1,99,27,3.8,,,11,1.7,-2.1,-5.8,1,10.2,B,2008,3,24
3/25/2008,,,0,23.2,88,23,0,,,13,3.3,-5.2,-13.6,1,9.3,B,2008,3,25
3/26/2008,,,0,23.4,91,28,0,,,11,3.7,-5.4,-14.5,1,9.27,B,2008,3,26
3/27/2008,,,0,20.7,82,26,0,,,11,2.6,-2.7,-8,1,9.91,B,2008,3,27
3/28/2008,,,0,23.7,86,27,0,,,11,1.3,-5.7,-12.7,1,9.61,B,2008,3,28
3/29/2008,,,0,23.3,87,55,0,,,11,-3.3,-5.3,-7.3,1,9.93,B,2008,3,29
3/30/2008,,,0,25.2,95,20,0,,,11,0.7,-7.2,-15.1,1,9.76,B,2008,3,30
3/31/2008,,,0,26.3,91,25,0,,,11,1.1,-8.3,-17.7,1,9.5,B,2008,3,31
4/1/2008,,,0,26,88,31,0,,,11,1.8,-8,-17.8,1,9.2,B,2008,4,1
4/2/2008,,,0,17.9,69,29,0,,,10,5.8,0.1,-5.7,1,9.46,B,2008,4,2
4/3/2008,,,0,16.7,82,33,0,,,8,6.4,1.3,-3.8,1,9.97,B,2008,4,3
4/4/2008,,,0,14.9,88,26,0,,,4,9.3,3.1,-3.1,1,10.2,B,2008,4,4
4/5/2008,,,0,16.8,95,26,0,,,1,8.3,1.2,-5.9,1,10.2,,2008,4,5
4/6/2008,,,0,16,96,37,0.7,,,,7.1,2,-3.2,1,10.4,,2008,4,6
4/7/2008,,,0,15.2,88,23,0,,,,9.4,2.8,-3.9,1,10.3,,2008,4,7
4/8/2008,,,0,16.5,95,20,0,,,,9,1.5,-6.1,1,10.4,,2008,4,8
4/9/2008,,,0,16.5,86,27,0,,,,8.3,1.5,-5.4,1,10.5,,2008,4,9
4/10/2008,,,0,16.3,89,23,0,,,,7.6,1.7,-4.2,1,10.5,,2008,4,10
4/11/2008,,,0,14.3,78,34,0,,,,9.6,3.7,-2.3,1,10.5,,2008,4,11
4/12/2008,,,0,8.5,77,24,0,,,,19.3,9.5,-0.3,1,11.1,,2008,4,12
4/13/2008,,,0,7.3,71,23,0,,,,17.7,10.7,3.6,1,13.5,,2008,4,13
4/14/2008,,,0,15.3,98,31,1.7,,,,8.7,2.7,-3.4,1,15.3,,2008,4,14
4/15/2008,,,0,16.5,79,24,0,,,,6.6,1.5,-3.7,1,14.1,,2008,4,15
4/16/2008,,,0,14.9,73,33,0,,,,11.1,3.1,-5,1,12.7,,2008,4,16
4/17/2008,,,0,13.8,90,19,0,,,,11,4.2,-2.7,1,12.6,,2008,4,17
4/18/2008,,,0,22.8,96,56,1.7,,,2,1.4,-4.8,-10.9,1,12.6,,2008,4,18
4/19/2008,,,0,28.4,74,47,0,,,,-7.5,-10.4,-13.3,1,9,B,2008,4,19
4/20/2008,,,0,27.7,74,34,0,,,,-5.1,-9.7,-14.2,1,8.5,B,2008,4,20
4/21/2008,,,0,26.3,90,63,1.6,,,1,-5,-8.3,-11.5,1,8.75,B,2008,4,21
4/22/2008,,,0,20.8,95,27,4.8,,,3,2.2,-2.8,-7.8,1,9.25,B,2008,4,22
4/23/2008,,,0,22.5,84,38,0,,,1,2.4,-4.5,-11.3,1,9.75,B,2008,4,23
4/24/2008,,,0,20.2,84,51,0,,,,1.9,-2.2,-6.3,1,11,,2008,4,24
4/25/2008,,,0,18.6,95,22,0,,,1,7,-0.6,-8.2,1,10.5,,2008,4,25
4/26/2008,,,0,14.1,77,16,0,,,,15.3,3.9,-7.6,1,10.2,,2008,4,26
4/27/2008,,,0,12,85,16,0,,,,17.6,6,-5.6,1,10.6,,2008,4,27
4/28/2008,,,0,10.6,93,20,2.6,,,,17.5,7.4,-2.8,1,11.9,,2008,4,28
4/29/2008,,,0,12.6,100,31,0,,,,12,5.4,-1.3,1,15.1,,2008,4,29
4/30/2008,,,0,14,72,37,0,,,,7.4,4,0.5,1,15,,2008,4,30
5/1/2008,,,0,14.2,85,28,0,,,,9.7,3.8,-2.2,1,13,,2008,5,1
5/2/2008,,,0,14,91,20,0,,,,15,4,-7,1,12.6,,2008,5,2
5/3/2008,,,0,12.2,87,20,0,,,,16.5,5.8,-5,1,13.5,,2008,5,3
5/4/2008,,,0,10.5,88,18,0,,,,16.8,7.5,-1.8,1,14.8,,2008,5,4
5/5/2008,,,0,10.5,98,40,4.2,,,,13,7.5,2,1,16.6,,2008,5,5
5/6/2008,,,0,8.9,99,26,5.6,,,,14.8,9.1,3.3,1,18,,2008,5,6
5/7/2008,,,0,15,96,56,5.8,,,,8.6,3,-2.7,1,20.2,,2008,5,7
5/8/2008,,,0,15,100,57,7.6,,,1,5.9,3,0.1,1,19.8,,2008,5,8
5/9/2008,,,0,13.8,99,28,0,,,,13.5,4.2,-5.1,1,17.6,,2008,5,9
5/10/2008,,,0,11.5,88,32,1.2,,,,13,6.5,0,1,17.3,,2008,5,10
5/11/2008,,,0,11,90,45,0,,,,11.8,7,2.2,1,17.6,,2008,5,11
5/12/2008,,,0,12.1,100,19,0,,,,15.3,5.9,-3.5,1,18.4,,2008,5,12
5/13/2008,,,0,10.3,75,33,0,,,,13.2,7.7,2.2,1,18.7,,2008,5,13
5/14/2008,,,0,8,82,39,0,,,,15.6,10,4.4,1,19,,2008,5,14
5/15/2008,,,0,5.7,92,22,0,,,,22.5,12.3,2,1,20.8,,2008,5,15
5/16/2008,,,0,5.5,92,14,0,,,,24.7,12.5,0.3,1,33.8,,2008,5,16
5/17/2008,,,0,3.2,81,14,0,,,,28.6,14.8,0.9,1,62.7,,2008,5,17
5/18/2008,,,0,6.1,84,29,0.2,,,,20.3,11.9,3.4,1,130,,2008,5,18
5/19/2008,,,0,10.8,99,38,0,,,,16.1,7.2,-1.8,1,201,,2008,5,19
5/20/2008,,,0,6,85,36,0,,,,18.1,12,5.9,1,170,,2008,5,20
5/21/2008,,,0,9.5,98,59,8.4,,,,11.7,8.5,5.3,1,198,,2008,5,21
5/22/2008,,,0,8.1,99,40,0.4,,,,15,9.9,4.7,1,171,,2008,5,22
5/23/2008,,,0,7.4,87,54,0.4,,,,14,10.6,7.1,1,143,,2008,5,23
5/24/2008,,,0,7.3,82,65,0,,,,12.8,10.7,8.5,1,141,,2008,5,24
5/25/2008,,,0,7.4,93,45,0.6,,,,13.9,10.6,7.2,1,152,,2008,5,25
5/26/2008,,,0,7.2,85,34,0,,,,17,10.8,4.6,1,171,,2008,5,26
5/27/2008,,,0,8,99,24,4.4,,,,22.1,10,-2.1,1,160,,2008,5,27
5/28/2008,,,0,5.2,93,28,0,,,,21.2,12.8,4.4,1,185,,2008,5,28
5/29/2008,,,0,5.5,95,25,2.4,,,,19.9,12.5,5.1,1,216,,2008,5,29
5/30/2008,,,0,6,82,27,0,,,,20,12,4,1,227,,2008,5,30
5/31/2008,,,0,6.1,90,20,0,,,,21.9,11.9,1.9,1,214,,2008,5,31
6/1/2008,,,0,5.3,94,16,0,,,,23.8,12.7,1.6,1,224,,2008,6,1
6/2/2008,,,0,5.5,90,28,0.2,,,,21.7,12.5,3.3,1,251,,2008,6,2
6/3/2008,,,0,6.2,96,34,2.8,,,,18,11.8,5.6,1,262,,2008,6,3
6/4/2008,,,0,5.3,97,44,4.6,,,,18.3,12.7,7,1,259,,2008,6,4
6/5/2008,,,0,8.1,98,38,0,,,,16.9,9.9,2.8,1,272,,2008,6,5
6/6/2008,,,0,10.7,97,69,12.8,,,,10.2,7.3,4.4,1,260,,2008,6,6
6/7/2008,,,0,10.7,99,75,11.6,,,,11.8,7.3,2.8,1,229,,2008,6,7
6/8/2008,,,0,9.4,99,50,2.4,,,,12.4,8.6,4.7,1,202,,2008,6,8
6/9/2008,,,0,12,100,53,1.6,,,,12.6,6,-0.6,1,178,,2008,6,9
6/10/2008,,,0,6.9,90,48,1,,,,15.2,11.1,6.9,1,162,,2008,6,10
6/11/2008,,,0,5.7,85,45,0,,,,17.2,12.3,7.3,1,151,,2008,6,11
6/12/2008,,,0,7.1,100,21,0,,,,21.6,10.9,0.1,1,158,,2008,6,12
6/13/2008,,,0,7.2,94,28,1,,,,16.4,10.8,5.1,1,190,,2008,6,13
6/14/2008,,,0,11.7,100,45,0,,,,13.9,6.3,-1.3,1,192,,2008,6,14
6/15/2008,,,0,6.7,95,20,0,,,,19.4,11.3,3.1,1,164,,2008,6,15
6/16/2008,,,0,4.5,72,29,0,,,,20,13.5,7,1,158,,2008,6,16
6/17/2008,,,0,4.9,89,20,0.2,,,,22.4,13.1,3.8,1,176,,2008,6,17
6/18/2008,,,0,6,89,29,0,,,,18.2,12,5.7,1,186,,2008,6,18
6/19/2008,,,0,6.3,76,22,21,,,,18.9,11.7,4.4,1,171,,2008,6,19
6/20/2008,,,0,6.2,87,28,0,,,,20.1,11.8,3.4,1,163,,2008,6,20
6/21/2008,,,0,3.4,97,18,0,,,,26.7,14.6,2.4,1,173,,2008,6,21
6/22/2008,,,0,4.2,73,28,0,,,,20.1,13.8,7.5,1,229,,2008,6,22
6/23/2008,,,0,6,93,21,0,,,,21.8,12,2.1,1,256,,2008,6,23
6/24/2008,,,0,5.2,95,38,1,,,,19.4,12.8,6.2,1,238,,2008,6,24
6/25/2008,,,0,6.7,96,30,0.2,,,,18.6,11.3,4,1,234,,2008,6,25
6/26/2008,,,0,6.4,85,29,0.6,,,,17.7,11.6,5.5,1,213,,2008,6,26
6/27/2008,,,0,4.6,81,23,0,,,,23.4,13.4,3.3,1,184,,2008,6,27
6/28/2008,,,0,1.1,93,19,0,,,,29.7,16.9,4,1,189,,2008,6,28
6/29/2008,,,2.2,0,88,14,0,,,,33,20.2,7.3,1,267,,2008,6,29
6/30/2008,,,2.8,0,90,15,0,,,,33.6,20.8,8,1,362,,2008,6,30
7/1/2008,,,1.9,0,99,34,4.4,,,,26.9,19.9,12.9,1,420,,2008,7,1
7/2/2008,,,1.2,0,100,21,0.2,,,,29.6,19.2,8.8,1,392,,2008,7,2
7/3/2008,,,2.1,0,99,17,5.6,,,,31.1,20.1,9,1,386,,2008,7,3
7/4/2008,,,0,1.4,100,30,0.4,,,,25,16.6,8.1,1,419,,2008,7,4
7/5/2008,,,0,1.9,94,29,0,,,,23.9,16.1,8.3,1,400,,2008,7,5
7/6/2008,,,0,2.9,93,36,2,,,,20.2,15.1,10,1,345,,2008,7,6
7/7/2008,,,0,5,87,39,0,,,,18.1,13,7.8,1,312,,2008,7,7
7/8/2008,,,0,5.1,85,49,1,,,,19.1,12.9,6.6,1,261,,2008,7,8
7/9/2008,,,0,2.7,99,31,3.8,,,,21.7,15.3,8.8,1,241,,2008,7,9
7/10/2008,,,0,11.2,100,69,5,,,,9.8,6.8,3.8,1,277,,2008,7,10
7/11/2008,,,0,7.7,100,28,0,,,,20.1,10.3,0.4,1,245,,2008,7,11
7/12/2008,,,0,5.7,96,29,2.8,,,,23.1,12.3,1.4,1,198,,2008,7,12
7/13/2008,,,0,4.1,99,33,2.2,,,,21.2,13.9,6.5,1,190,,2008,7,13
7/14/2008,,,0,4.2,100,24,5.2,,,,21.6,13.8,6,1,212,,2008,7,14
7/15/2008,,,0,5.4,,,2.7,,,,22.2,12.6,2.9,1,208,,2008,7,15
7/16/2008,,,0,5.2,100,24,0.2,,,,22.8,12.8,2.7,1,192,,2008,7,16
7/17/2008,,,0,4.2,97,24,1.8,,,,24.3,13.8,3.2,1,183,,2008,7,17
7/18/2008,,,0,6.1,100,38,7.4,,,,18.8,11.9,5,1,194,,2008,7,18
7/19/2008,,,0,4.3,99,27,0,,,,24.1,13.7,3.2,1,185,,2008,7,19
7/20/2008,,,0.4,0,87,18,0,,,,28.4,18.4,8.4,1,181,,2008,7,20
7/21/2008,,,0,0.7,81,21,0,,,,27.2,17.3,7.3,1,210,,2008,7,21
7/22/2008,,,0,3.6,91,57,0,,,,18.8,14.4,9.9,1,235,,2008,7,22
7/23/2008,,,0,2.1,99,18,0,,,,26.1,15.9,5.6,1,223,,2008,7,23
7/24/2008,,,0,3.1,89,14,0,,,,26.5,14.9,3.2,1,204,,2008,7,24
7/25/2008,,,0,1.6,92,13,0,,,,30,16.4,2.8,1,196,,2008,7,25
7/26/2008,,,0,1.7,91,24,0.4,,,,26.3,16.3,6.2,1,200,,2008,7,26
7/27/2008,,,0,3.6,95,48,4.6,,,,19.4,14.4,9.4,1,206,,2008,7,27
7/28/2008,,,0,1.3,81,25,0.2,,,,22.9,16.7,10.4,1,208,,2008,7,28
7/29/2008,,,0,2.8,96,29,0.2,,,,22.6,15.2,7.7,1,192,,2008,7,29
7/30/2008,,,0,5.2,97,32,2,,,,17.7,12.8,7.9,1,202,,2008,7,30
7/31/2008,,,0,6.6,94,24,0,,,,20.7,11.4,2,1,184,,2008,7,31
8/1/2008,,,0,5.4,95,38,3.6,,,,16.9,12.6,8.2,1,171,,2008,8,1
8/2/2008,,,0,3.8,95,32,1,,,,20.1,14.2,8.3,1,169,,2008,8,2
8/3/2008,,,0,7.9,100,38,0.6,,,,19.3,10.1,0.9,1,145,,2008,8,3
8/4/2008,,,0,4,100,21,0.2,,,,25.5,14,2.5,1,135,,2008,8,4
8/5/2008,,,0,1.3,88,16,0,,,,28.1,16.7,5.3,1,139,,2008,8,5
8/6/2008,,,0,0.8,97,15,0,,,,31.2,17.2,3.1,1,149,,2008,8,6
8/7/2008,,,0.3,0,85,19,0,,,,29.9,18.3,6.6,1,164,,2008,8,7
8/8/2008,,,0,0.3,99,16,0,,,,30.5,17.7,4.8,1,182,,2008,8,8
8/9/2008,,,0,0,85,24,0,,,,28.3,18,7.6,1,194,,2008,8,9
8/10/2008,,,0,3.9,82,34,0.4,,,,18.7,14.1,9.5,1,199,,2008,8,10
8/11/2008,,,0,6.2,97,49,1.4,,,,16.2,11.8,7.4,1,177,,2008,8,11
8/12/2008,,,0,0.9,86,21,0,,,,26.6,17.1,7.6,1,149,,2008,8,12
8/13/2008,,,2.4,0,63,22,0,,,,26.5,20.4,14.2,1,147,,2008,8,13
8/14/2008,,,1.3,0,93,17,0,,,,33,19.3,5.6,1,153,,2008,8,14
8/15/2008,,,2.3,0,95,16,0,,,,33.4,20.3,7.2,1,177,,2008,8,15
8/16/2008,,,3.5,0,97,16,0.6,,,,32.8,21.5,10.2,1,210,,2008,8,16
8/17/2008,,,1.5,0,93,15,0,,,,33.9,19.5,5,1,218,,2008,8,17
8/18/2008,,,2.2,0,96,22,0,,,,31.3,20.2,9,1,237,,2008,8,18
8/19/2008,,,0,2.7,100,58,9,,,,20.1,15.3,10.4,1,274,,2008,8,19
8/20/2008,,,0,5.4,100,54,2,,,,19,12.6,6.2,1,287,,2008,8,20
8/21/2008,,,0,5.5,99,57,3.2,,,,16.1,12.5,8.9,1,256,,2008,8,21
8/22/2008,,,0,4.5,97,30,0,,,,19.6,13.5,7.4,1,212,,2008,8,22
8/23/2008,,,0,4.7,100,28,0,,,,24.6,13.3,2,1,180,,2008,8,23
8/24/2008,,,0,1.2,93,22,0,,,,27.5,16.8,6,1,173,,2008,8,24
8/25/2008,,,0,6,91,41,0.6,,,,16.9,12,7,1,216,,2008,8,25
8/26/2008,,,0,8.9,97,29,0,,,,16.2,9.1,1.9,1,193,,2008,8,26
8/27/2008,,,0,7.3,93,36,1,,,,15.5,10.7,5.9,1,149,,2008,8,27
8/28/2008,,,0,4.3,94,30,0.8,,,,19,13.7,8.4,1,129,,2008,8,28
8/29/2008,,,0,4.4,99,38,9.6,,,,20.1,13.6,7.1,1,129,,2008,8,29
8/30/2008,,,0,10.3,99,33,0,,,,13.9,7.7,1.4,1,203,,2008,8,30
8/31/2008,,,0,11.8,100,36,0,,,,13.8,6.2,-1.5,1,160,,2008,8,31
9/1/2008,,,0,10.3,100,24,0,,,,18.5,7.7,-3.2,1,128,,2008,9,1
9/2/2008,,,0,10.3,98,33,0.6,,,,16.4,7.7,-1,1,110,,2008,9,2
9/3/2008,,,0,9.6,98,34,4.4,,,,15.3,8.4,1.5,1,101,,2008,9,3
9/4/2008,,,0,10.2,100,28,0,,,,17.3,7.8,-1.8,1,93.6,,2008,9,4
9/5/2008,,,0,8.5,99,45,0.6,,,,16,9.5,2.9,1,85.9,,2008,9,5
9/6/2008,,,0,9.7,100,44,0.8,,,,15.3,8.3,1.3,1,84.5,,2008,9,6
9/7/2008,,,0,7.9,100,31,0.2,,,,17.6,10.1,2.6,1,82.9,,2008,9,7
9/8/2008,,,0,8.5,99,34,0,,,,19.2,9.5,-0.3,1,78.7,,2008,9,8
9/9/2008,,,0,9.4,99,59,14.2,,,,12.1,8.6,5,1,82.4,,2008,9,9
9/10/2008,,,0,7.5,100,31,0,,,,19.3,10.5,1.6,1,87,,2008,9,10
9/11/2008,,,0,3.4,79,32,0,,,,21.7,14.6,7.4,1,78.5,,2008,9,11
9/12/2008,,,0,8.4,99,48,4.8,,,,16.8,9.6,2.4,1,90.2,,2008,9,12
9/13/2008,,,0,10.1,100,25,0.4,,,,17.9,7.9,-2.2,1,101,,2008,9,13
9/14/2008,,,0,7.1,100,18,0,,,,23.4,10.9,-1.7,1,86.6,,2008,9,14
9/15/2008,,,0,4.6,97,16,0,,,,26.9,13.4,-0.2,1,80.4,,2008,9,15
9/16/2008,,,0,4.8,98,21,0,,,,25.5,13.2,0.9,1,80,,2008,9,16
9/17/2008,,,0,4.6,100,11,0,,,,27,13.4,-0.3,1,81.6,,2008,9,17
9/18/2008,,,0,2.8,90,16,0,,,,27.1,15.2,3.2,1,82.4,,2008,9,18
9/19/2008,,,0,5.7,100,29,0,,,,23.8,12.3,0.8,1,87.6,,2008,9,19
9/20/2008,,,0,4.2,100,18,0,,,,25.4,13.8,2.1,1,91,,2008,9,20
9/21/2008,,,0,7.8,100,62,10.2,,,,13.9,10.2,6.5,1,95,,2008,9,21
